,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
3123,3k,harm,13.0,2.5649493569999997,7.201628967,5.0,1.41,2.0,17.0,28.0,30.0
4104,3k,loss,1.0,0.0,10.0,5.0,2.38,2.0,1.0,3.0,9.0
223,3k,bathe,2.0,0.693147181,9.243773377,5.0,2.11,2.0,0.0,2.0,3.0
7350,3k,tag,12.0,2.48490665,7.288955913,5.0,1.81,2.0,45.0,18.0,6.0
6806,3k,sponge,2.0,0.693147181,9.243773377,5.0,2.05,2.0,1.0,1.0,2.0
1002,3k,cheer,9.0,2.197224577,7.60281832,5.0,1.67,2.0,8.0,10.0,12.0
5188,3k,pour,2.0,0.693147181,9.243773377,5.0,1.88,2.0,5.0,10.0,10.0
6035,3k,self,2.0,0.693147181,9.243773377,5.0,1.89,2.0,7.0,3.0,3.0
5678,3k,roof,9.0,2.197224577,7.60281832,5.0,2.52,2.0,154.0,82.0,77.0
6769,3k,spin,9.0,2.197224577,7.60281832,5.0,2.43,2.0,26.0,29.0,15.0
2271,3k,fix,13.0,2.5649493569999997,7.201628967,5.0,1.88,2.0,151.0,76.0,41.0
267,3k,bee,44.0,3.7841896339999996,5.8714324620000005,5.0,1.97,2.0,55.0,54.0,30.0
7533,3k,those,104.0,4.644390898999999,4.932949097,5.006819000000001,2.27,2.0027276000000005,262.0,339.0,403.0
2483,3k,fox,47.0,3.850147602,5.7994720289999995,5.017476,1.78,2.0069904000000003,270.0,113.0,70.0
8171,lcnl,we,610.0,6.4134589570000005,3.0028880630000003,5.0387900000000005,1.66,2.0155160000000003,4846.0,3286.0,3235.0
3318,3k,hole,44.0,3.7841896339999996,5.8714324620000005,5.05,2.17,2.02,251.0,189.0,99.0
5795,3k,salt,16.0,2.772588722,6.975093507,5.05,2.2,2.02,19.0,38.0,52.0
3485,3k,itch,2.0,0.693147181,9.243773377,5.05,1.08,2.02,6.0,2.0,3.0
2910,3k,great,131.0,4.875197323,4.681138273,5.05,1.23,2.02,373.0,399.0,498.0
2708,3k,gift,9.0,2.197224577,7.60281832,5.05,1.87,2.02,44.0,28.0,30.0
1014,3k,chest,9.0,2.197224577,7.60281832,5.05,2.09,2.02,17.0,47.0,52.0
997,3k,cheek,3.0,1.098612289,8.80140916,5.06,2.1,2.024,7.0,14.0,14.0
6740,3k,spell,7.0,1.9459101490000001,7.877003467000001,5.06,1.59,2.024,3.0,24.0,26.0
2227,3k,fill,9.0,2.197224577,7.60281832,5.06,1.47,2.024,39.0,52.0,50.0
2699,3k,ghost,6.0,1.791759469,8.045182537,5.06,2.01,2.024,67.0,51.0,44.0
1994,3k,dust,21.0,3.044522438,6.678412627,5.06,1.39,2.024,36.0,61.0,66.0
6776,3k,spit,5.0,1.609437912,8.244096157000001,5.06,2.04,2.024,4.0,9.0,9.0
842,3k,cage,9.0,2.197224577,7.60281832,5.06,1.3,2.024,58.0,76.0,49.0
4839,3k,pat,24.0,3.17805383,6.53272929,5.070761000000001,2.12,2.0283044000000006,296.0,52.0,17.0
7560,3k,throat,10.0,2.3025850930000002,7.487869534,5.09,2.19,2.036,14.0,42.0,58.0
3226,3k,her,1026.0,6.933423026,2.4356049769999997,5.092075,2.45,2.03683,4345.0,4828.0,5016.0
674,3k,bride,4.0,1.386294361,8.487546753,5.1,1.55,2.04,0.0,1.0,4.0
6551,3k,snake,23.0,3.135494216,6.579162017000001,5.1,2.47,2.04,123.0,96.0,57.0
12,3k,add,1.0,0.0,10.0,5.1,1.48,2.04,46.0,31.0,26.0
7695,3k,too,313.0,5.746203191,3.73086704,5.1027320000000005,2.0,2.0410928000000004,2069.0,1669.0,1456.0
612,3k,branch,24.0,3.17805383,6.53272929,5.11,2.11,2.044,54.0,59.0,48.0
3211,3k,hell,3.0,1.098612289,8.80140916,5.11,1.88,2.044,0.0,11.0,16.0
992,3k,cheat,1.0,0.0,10.0,5.11,1.75,2.044,1.0,1.0,3.0
6738,3k,speed,7.0,1.9459101490000001,7.877003467000001,5.11,1.53,2.044,33.0,52.0,53.0
5775,3k,safe,31.0,3.4339872039999997,6.253504853,5.11,2.65,2.044,124.0,144.0,103.0
5485,3k,rat,10.0,2.3025850930000002,7.487869534,5.11,2.25,2.044,57.0,27.0,23.0
2352,3k,flip,6.0,1.791759469,8.045182537,5.11,1.32,2.044,3.0,4.0,5.0
4830,3k,part,23.0,3.135494216,6.579162017000001,5.11,1.15,2.044,219.0,323.0,508.0
237,lcnl,be,674.0,6.513230111,2.894037296,5.11,3.23,2.044,3366.0,3618.0,4161.0
8197,3k,week,18.0,2.890371758,6.846591697000001,5.11,2.56,2.044,133.0,193.0,125.0
4910,3k,pen,4.0,1.386294361,8.487546753,5.11,1.29,2.044,90.0,31.0,32.0
3469,3k,inch,7.0,1.9459101490000001,7.877003467000001,5.11,1.73,2.044,9.0,20.0,20.0
2168,3k,feel,58.0,4.060443011,5.570038812999999,5.11,2.73,2.044,466.0,414.0,419.0
4445,3k,mop,1.0,0.0,10.0,5.11,1.91,2.044,37.0,1.0,1.0
7736,3k,town,107.0,4.672828834,4.901923185,5.11,2.66,2.044,236.0,262.0,297.0
5328,3k,pup,11.0,2.397895273,7.383885707999999,5.11,3.78,2.044,25.0,14.0,6.0
4597,3k,nest,18.0,2.890371758,6.846591697000001,5.11,1.94,2.044,84.0,59.0,58.0
4392,3k,mix,3.0,1.098612289,8.80140916,5.11,1.71,2.044,24.0,8.0,9.0
5250,3k,prize,1.0,0.0,10.0,5.113389000000001,1.57,2.0453556,28.0,36.0,32.0
5896,3k,scoop,3.0,1.098612289,8.80140916,5.14,2.22,2.056,0.0,8.0,8.0
6618,lcnl,so,892.0,6.793466133,2.588298563,5.14536,1.85,2.058144,2778.0,2683.0,2882.0
1027,3k,child,59.0,4.077537444,5.551388711,5.14536,1.7,2.058144,70.0,118.0,144.0
2475,3k,found,124.0,4.820281566,4.741051606,5.14536,1.96,2.058144,533.0,535.0,632.0
2137,3k,fat,26.0,3.258096538,6.445402344,5.15,1.84,2.06,134.0,88.0,75.0
2838,3k,goose,8.0,2.079441542,7.73132013,5.15,2.21,2.06,45.0,30.0,19.0
1100,3k,church,7.0,1.9459101490000001,7.877003467000001,5.15,1.76,2.06,25.0,40.0,59.0
5148,3k,pool,14.0,2.63905733,7.120776844,5.15,2.3,2.06,80.0,59.0,48.0
4782,3k,page,33.0,3.496507561,6.185294868,5.16,1.8,2.064,52.0,93.0,171.0
7453,3k,tent,18.0,2.890371758,6.846591697000001,5.16,1.95,2.064,51.0,39.0,39.0
5137,3k,pond,33.0,3.496507561,6.185294868,5.16,1.98,2.064,202.0,89.0,61.0
3472,3k,ink,9.0,2.197224577,7.60281832,5.16,1.54,2.064,2.0,7.0,15.0
7725,3k,touch,10.0,2.3025850930000002,7.487869534,5.16,2.95,2.064,75.0,98.0,96.0
7633,3k,time,417.0,6.0330862220000006,3.417876391,5.16,1.86,2.064,1847.0,1882.0,2005.0
1681,3k,deer,6.0,1.791759469,8.045182537,5.17,3.26,2.068,40.0,49.0,53.0
4121,3k,love,215.0,5.370638027999999,4.140610285,5.17,3.54,2.068,111.0,164.0,135.0
187,3k,bark,17.0,2.833213344,6.908951778,5.17,1.76,2.068,58.0,47.0,45.0
7875,3k,tug,5.0,1.609437912,8.244096157000001,5.17,2.2,2.068,13.0,9.0,7.0
1652,3k,dead,12.0,2.48490665,7.288955913,5.17,2.09,2.068,86.0,153.0,163.0
1059,3k,choice,6.0,1.791759469,8.045182537,5.17,1.79,2.068,7.0,17.0,25.0
3183,3k,heart,44.0,3.7841896339999996,5.8714324620000005,5.17,2.23,2.068,48.0,102.0,164.0
2548,3k,front,84.0,4.430816799,5.16595938,5.187988000000001,2.06,2.0751952000000005,372.0,447.0,450.0
7979,3k,van,14.0,2.63905733,7.120776844,5.198645,2.76,2.079458,98.0,20.0,10.0
3595,3k,joke,5.0,1.609437912,8.244096157000001,5.2,1.88,2.08,31.0,34.0,28.0
4766,3k,own,50.0,3.912023005,5.731965691,5.209302000000001,1.81,2.0837208000000005,312.0,402.0,480.0
2550,3k,frost,4.0,1.386294361,8.487546753,5.209302000000001,1.58,2.0837208000000005,11.0,6.0,16.0
4697,3k,nut,10.0,2.3025850930000002,7.487869534,5.21,1.69,2.084,27.0,12.0,8.0
5693,lcnl,ropes,2.0,0.693147181,9.243773377,5.21,1.65,2.084,14.0,20.0,13.0
2813,3k,goat,24.0,3.17805383,6.53272929,5.21,2.07,2.084,70.0,52.0,33.0
2509,3k,free,23.0,3.135494216,6.579162017000001,5.21,1.78,2.084,92.0,116.0,120.0
353,3k,birth,1.0,0.0,10.0,5.21,2.25,2.084,0.0,6.0,13.0
2986,3k,gross,2.0,0.693147181,9.243773377,5.21,2.92,2.084,2.0,0.0,1.0
4443,3k,moose,4.0,1.386294361,8.487546753,5.22,1.73,2.088,2.0,16.0,14.0
6142,3k,shell,8.0,2.079441542,7.73132013,5.22,1.96,2.088,60.0,35.0,34.0
3831,3k,land,24.0,3.17805383,6.53272929,5.22,2.69,2.088,194.0,248.0,315.0
5435,3k,rag,8.0,2.079441542,7.73132013,5.22,2.05,2.088,6.0,6.0,5.0
2585,3k,fur,17.0,2.833213344,6.908951778,5.22,2.05,2.088,60.0,55.0,53.0
947,3k,chain,2.0,0.693147181,9.243773377,5.22,2.13,2.088,15.0,19.0,24.0
8522,3k,year,28.0,3.33220451,6.36455022,5.24,1.73,2.096,132.0,260.0,336.0
5211,lcnl,prayer,1.0,0.0,10.0,5.25,1.77,2.1,0.0,4.0,7.0
5336,lcnl,purr,2.0,0.693147181,9.243773377,5.25,2.53,2.1,5.0,3.0,2.0
4677,3k,now,405.0,6.003887067000001,3.449732797,5.251930000000001,1.77,2.100772,2249.0,1833.0,1836.0
5355,3k,quack,35.0,3.555348061,6.121099624,5.251930000000001,3.59,2.100772,3.0,4.0,2.0
7619,3k,tight,29.0,3.36729583,6.326265436,5.251930000000001,1.61,2.100772,25.0,48.0,58.0
6319,3k,six,33.0,3.496507561,6.185294868,5.251930000000001,1.86,2.100772,151.0,166.0,160.0
7496,3k,there,693.0,6.541029999,2.863707495,5.251930000000001,2.05,2.100772,3255.0,3310.0,3699.0
3532,3k,jeans,1.0,0.0,10.0,5.26,2.1,2.104,11.0,12.0,15.0
6078,3k,shake,18.0,2.890371758,6.846591697000001,5.26,1.69,2.104,45.0,45.0,38.0
5245,3k,prince,16.0,2.772588722,6.975093507,5.26,2.31,2.104,94.0,71.0,70.0
5415,3k,quit,3.0,1.098612289,8.80140916,5.26,2.18,2.104,22.0,38.0,26.0
1906,3k,drive,22.0,3.091042453,6.627659085,5.26,2.58,2.104,78.0,108.0,98.0
4956,3k,pick,38.0,3.63758616,6.031377497,5.26,2.31,2.104,198.0,151.0,110.0
7489,3k,their,324.0,5.780743516,3.693183393,5.262587000000001,2.02,2.1050348000000003,660.0,1336.0,2034.0
7039,3k,still,134.0,4.8978398,4.656435231000001,5.262587000000001,1.87,2.1050348000000003,699.0,758.0,830.0
8430,3k,would,396.0,5.981414211000001,3.474250782,5.28,1.56,2.112,1957.0,2329.0,2710.0
3526,lcnl,jaws,9.0,2.197224577,7.60281832,5.28,1.87,2.112,2.0,7.0,11.0
3863,3k,late,36.0,3.583518938,6.090365072999999,5.28,1.93,2.112,193.0,197.0,172.0
643,3k,break,19.0,2.9444389789999996,6.78760412,5.3,2.18,2.12,56.0,77.0,100.0
1225,3k,cloth,1.0,0.0,10.0,5.3,1.13,2.12,50.0,55.0,75.0
1185,3k,climb,27.0,3.295836866,6.40422748,5.3,2.05,2.12,123.0,89.0,60.0
8515,3k,yawn,5.0,1.609437912,8.244096157000001,5.3,1.81,2.12,7.0,3.0,2.0
125,3k,back,406.0,6.00635316,3.4470422789999997,5.3052150000000005,2.35,2.1220860000000004,2096.0,1959.0,1784.0
2647,3k,gate,18.0,2.890371758,6.846591697000001,5.32,2.29,2.128,77.0,67.0,61.0
2639,3k,gas,7.0,1.9459101490000001,7.877003467000001,5.32,1.97,2.128,49.0,84.0,92.0
6367,3k,skunk,8.0,2.079441542,7.73132013,5.32,1.97,2.128,49.0,17.0,7.0
8418,3k,world,93.0,4.532599493,5.054914013,5.32,2.26,2.128,150.0,273.0,399.0
3161,3k,hay,22.0,3.091042453,6.627659085,5.32,1.92,2.128,8.0,20.0,32.0
6260,3k,shy,12.0,2.48490665,7.288955913,5.32,1.95,2.128,16.0,16.0,14.0
1153,3k,clay,16.0,2.772588722,6.975093507,5.32,2.06,2.128,59.0,60.0,42.0
5452,3k,rake,6.0,1.791759469,8.045182537,5.32,1.77,2.128,27.0,5.0,3.0
3187,3k,heat,4.0,1.386294361,8.487546753,5.33,2.03,2.132,45.0,67.0,136.0
3524,3k,jaw,1.0,0.0,10.0,5.33,2.28,2.132,2.0,7.0,12.0
6134,3k,sheet,4.0,1.386294361,8.487546753,5.33,2.45,2.132,21.0,36.0,24.0
6170,3k,ship,19.0,2.9444389789999996,6.78760412,5.33,2.06,2.132,165.0,148.0,149.0
412,3k,bless,7.0,1.9459101490000001,7.877003467000001,5.33,1.81,2.132,1.0,2.0,5.0
2279,3k,flag,6.0,1.791759469,8.045182537,5.33,2.38,2.132,19.0,17.0,16.0
3364,3k,hose,10.0,2.3025850930000002,7.487869534,5.33,2.03,2.132,19.0,12.0,7.0
3097,3k,hall,43.0,3.7612001160000004,5.8965141270000005,5.35,2.16,2.1399999999999997,127.0,139.0,108.0
3457,lcnl,if,468.0,6.148468296,3.291994041,5.3585,2.34,2.1434,1827.0,2192.0,2595.0
6320,3k,sixth,2.0,0.693147181,9.243773377,5.3585,1.97,2.1434,5.0,12.0,10.0
2047,3k,eight,27.0,3.295836866,6.40422748,5.3585,1.72,2.1434,60.0,73.0,85.0
5824,3k,saw,164.0,5.099866428,4.436023292,5.3585,2.09,2.1434,1596.0,999.0,727.0
2216,3k,fifth,2.0,0.693147181,9.243773377,5.3585,2.32,2.1434,11.0,16.0,20.0
3378,3k,how,292.0,5.676753802,3.806636628,5.3585,1.92,2.1434,2048.0,2049.0,2147.0
5819,3k,sauce,2.0,0.693147181,9.243773377,5.37,2.24,2.148,1.0,3.0,4.0
7697,3k,tool,1.0,0.0,10.0,5.37,2.03,2.148,10.0,14.0,18.0
6678,3k,soup,29.0,3.36729583,6.326265436,5.37,2.65,2.148,123.0,58.0,27.0
6326,3k,skate,10.0,2.3025850930000002,7.487869534,5.37,1.61,2.148,47.0,26.0,16.0
4365,3k,mind,31.0,3.4339872039999997,6.253504853,5.37,1.86,2.148,115.0,271.0,316.0
1664,3k,death,2.0,0.693147181,9.243773377,5.37,1.8,2.148,15.0,44.0,79.0
2860,3k,grab,9.0,2.197224577,7.60281832,5.37,2.31,2.148,11.0,18.0,20.0
2021,3k,earth,11.0,2.397895273,7.383885707999999,5.37,1.26,2.148,200.0,281.0,348.0
1013,3k,chess,2.0,0.693147181,9.243773377,5.37,2.03,2.148,0.0,1.0,2.0
3329,lcnl,honk,7.0,1.9459101490000001,7.877003467000001,5.39,2.38,2.1559999999999997,16.0,9.0,3.0
3549,3k,jet,5.0,1.609437912,8.244096157000001,5.39,2.52,2.1559999999999997,27.0,13.0,10.0
8168,3k,way,247.0,5.509388337000001,3.989233088,5.39,1.74,2.1559999999999997,1288.0,1322.0,1517.0
3576,3k,job,18.0,2.890371758,6.846591697000001,5.39,2.06,2.1559999999999997,348.0,280.0,168.0
2361,3k,float,9.0,2.197224577,7.60281832,5.39,2.55,2.1559999999999997,8.0,27.0,23.0
6824,3k,spot,10.0,2.3025850930000002,7.487869534,5.39,2.66,2.1559999999999997,131.0,75.0,77.0
4833,3k,pass,12.0,2.48490665,7.288955913,5.39,1.65,2.1559999999999997,56.0,69.0,80.0
4018,cdi,listen,38.0,3.63758616,6.031377497,5.4,2.62,2.16,207.0,198.0,170.0
1533,3k,cub,6.0,1.791759469,8.045182537,5.4,2.04,2.16,11.0,9.0,12.0
5162,3k,porch,11.0,2.397895273,7.383885707999999,5.4,2.19,2.16,50.0,84.0,57.0
827,3k,by,312.0,5.743003187999999,3.734358257,5.411785000000001,1.5,2.1647140000000005,1189.0,1462.0,2074.0
4574,3k,near,33.0,3.496507561,6.185294868,5.411785000000001,1.96,2.1647140000000005,329.0,341.0,380.0
1893,3k,drew,11.0,2.397895273,7.383885707999999,5.411785000000001,2.21,2.1647140000000005,43.0,70.0,82.0
7647,3k,tip,10.0,2.3025850930000002,7.487869534,5.42,2.34,2.168,30.0,25.0,25.0
4545,3k,nail,13.0,2.5649493569999997,7.201628967,5.42,2.36,2.168,29.0,16.0,12.0
3205,3k,height,1.0,0.0,10.0,5.42,1.43,2.168,0.0,4.0,13.0
3710,3k,king,70.0,4.248495242,5.364873001,5.42,2.63,2.168,399.0,263.0,209.0
243,3k,beak,2.0,0.693147181,9.243773377,5.42,2.73,2.168,6.0,7.0,9.0
6899,3k,squeeze,5.0,1.609437912,8.244096157000001,5.42,2.17,2.168,7.0,8.0,9.0
5994,3k,seal,2.0,0.693147181,9.243773377,5.42,1.87,2.168,49.0,24.0,16.0
4577,3k,neat,13.0,2.5649493569999997,7.201628967,5.43,3.2,2.1719999999999997,21.0,43.0,30.0
5821,3k,save,10.0,2.3025850930000002,7.487869534,5.44,1.69,2.176,65.0,77.0,67.0
5691,3k,rope,26.0,3.258096538,6.445402344,5.44,2.09,2.176,133.0,109.0,93.0
6276,3k,sight,21.0,3.044522438,6.678412627,5.44,2.01,2.176,24.0,88.0,112.0
3022,3k,guess,39.0,3.6635616460000002,6.003038127000001,5.44,1.46,2.176,210.0,225.0,155.0
5277,3k,proud,22.0,3.091042453,6.627659085,5.44,1.58,2.176,45.0,67.0,60.0
3519,3k,jar,9.0,2.197224577,7.60281832,5.44,2.18,2.176,67.0,53.0,43.0
3876,3k,lawn,11.0,2.397895273,7.383885707999999,5.45,2.22,2.18,11.0,19.0,24.0
7326,3k,sword,5.0,1.609437912,8.244096157000001,5.45,1.43,2.18,0.0,10.0,19.0
3096,3k,half,25.0,3.218875825,6.488192314,5.454413000000001,1.77,2.1817652,77.0,188.0,251.0
7473,3k,than,105.0,4.65396035,4.922508784,5.454413000000001,2.33,2.1817652,476.0,728.0,1008.0
3896,3k,leak,1.0,0.0,10.0,5.47,1.81,2.1879999999999997,0.0,4.0,5.0
1679,3k,deep,58.0,4.060443011,5.570038812999999,5.47,2.46,2.1879999999999997,128.0,188.0,217.0
7728,3k,tough,9.0,2.197224577,7.60281832,5.47,1.5,2.1879999999999997,5.0,27.0,22.0
7412,3k,tea,23.0,3.135494216,6.579162017000001,5.47,2.39,2.1879999999999997,51.0,61.0,71.0
5573,3k,rhyme,5.0,1.609437912,8.244096157000001,5.47,1.98,2.1879999999999997,1.0,2.0,3.0
8239,lcnl,whale,10.0,2.3025850930000002,7.487869534,5.47,1.95,2.1879999999999997,49.0,42.0,31.0
4310,3k,melt,3.0,1.098612289,8.80140916,5.47,2.09,2.1879999999999997,16.0,13.0,10.0
7132,3k,stretch,2.0,0.693147181,9.243773377,5.47,2.17,2.1879999999999997,11.0,16.0,27.0
6100,3k,shark,23.0,3.135494216,6.579162017000001,5.47,1.65,2.1879999999999997,15.0,19.0,8.0
2219,3k,fight,38.0,3.63758616,6.031377497,5.47,2.06,2.1879999999999997,85.0,123.0,103.0
146,lcnl,bake,13.0,2.5649493569999997,7.201628967,5.5,2.53,2.2,52.0,12.0,7.0
6140,3k,shelf,11.0,2.397895273,7.383885707999999,5.5,2.23,2.2,26.0,36.0,28.0
721,3k,broom,11.0,2.397895273,7.383885707999999,5.5,2.46,2.2,7.0,9.0,16.0
6504,3k,smart,18.0,2.890371758,6.846591697000001,5.5,1.86,2.2,114.0,57.0,41.0
6847,3k,spring,29.0,3.36729583,6.326265436,5.5,2.15,2.2,129.0,131.0,153.0
2594,3k,fuss,4.0,1.386294361,8.487546753,5.5,1.86,2.2,40.0,14.0,9.0
4982,3k,pinch,2.0,0.693147181,9.243773377,5.5,2.28,2.2,6.0,4.0,4.0
4862,3k,pay,13.0,2.5649493569999997,7.201628967,5.5,1.76,2.2,141.0,147.0,105.0
5092,3k,plum,11.0,2.397895273,7.383885707999999,5.5,2.2,2.2,11.0,5.0,6.0
3334,3k,hood,9.0,2.197224577,7.60281832,5.5,2.66,2.2,0.0,10.0,13.0
1304,3k,comb,11.0,2.397895273,7.383885707999999,5.5,2.2,2.2,5.0,10.0,13.0
7479,3k,that,1383.0,7.232010332000001,2.1098449130000003,5.529012000000001,2.06,2.2116048000000004,6087.0,6786.0,8610.0
879,3k,cap,16.0,2.772588722,6.975093507,5.53,2.01,2.212,84.0,48.0,52.0
984,3k,chase,24.0,3.17805383,6.53272929,5.53,2.12,2.212,21.0,17.0,15.0
3141,3k,hate,17.0,2.833213344,6.908951778,5.53,2.06,2.212,85.0,60.0,47.0
3903,3k,leap,7.0,1.9459101490000001,7.877003467000001,5.53,1.93,2.212,3.0,10.0,14.0
994,3k,check,5.0,1.609437912,8.244096157000001,5.53,1.68,2.212,49.0,63.0,59.0
5339,3k,purse,12.0,2.48490665,7.288955913,5.53,2.01,2.212,11.0,7.0,13.0
1022,3k,chick,8.0,2.079441542,7.73132013,5.53,2.09,2.212,55.0,23.0,4.0
519,3k,bone,12.0,2.48490665,7.288955913,5.53,1.74,2.212,34.0,29.0,48.0
4984,3k,pine,5.0,1.609437912,8.244096157000001,5.53,2.14,2.212,70.0,43.0,38.0
6195,3k,shoot,7.0,1.9459101490000001,7.877003467000001,5.53,2.39,2.212,10.0,43.0,36.0
3381,3k,howl,4.0,1.386294361,8.487546753,5.55,1.85,2.2199999999999998,10.0,8.0,10.0
1660,3k,dear,107.0,4.672828834,4.901923185,5.550326,1.82,2.2201304,73.0,93.0,84.0
297,3k,bend,8.0,2.079441542,7.73132013,5.56,1.85,2.2239999999999998,22.0,35.0,29.0
4273,3k,math,1.0,0.0,10.0,5.56,1.46,2.2239999999999998,16.0,12.0,9.0
532,3k,boom,22.0,3.091042453,6.627659085,5.56,2.43,2.2239999999999998,8.0,28.0,15.0
823,3k,buy,49.0,3.8918202980000003,5.7540069339999995,5.56,2.08,2.2239999999999998,144.0,174.0,177.0
1703,3k,desk,21.0,3.044522438,6.678412627,5.56,2.2,2.2239999999999998,140.0,126.0,89.0
3935,3k,left,119.0,4.779123493,4.785955244,5.571640000000001,2.17,2.2286560000000004,556.0,604.0,606.0
4651,3k,none,23.0,3.135494216,6.579162017000001,5.571640000000001,1.85,2.2286560000000004,16.0,56.0,71.0
7207,3k,suck,1.0,0.0,10.0,5.58,2.39,2.232,5.0,4.0,4.0
4017,3k,list,16.0,2.772588722,6.975093507,5.58,2.32,2.232,164.0,76.0,65.0
7050,3k,stir,3.0,1.098612289,8.80140916,5.58,3.29,2.232,3.0,6.0,9.0
3919,3k,leave,50.0,3.912023005,5.731965691,5.58,2.48,2.232,246.0,273.0,193.0
676,3k,bridge,21.0,3.044522438,6.678412627,5.58,2.34,2.232,31.0,52.0,44.0
8174,3k,weak,12.0,2.48490665,7.288955913,5.58,1.64,2.232,24.0,38.0,35.0
3048,3k,gun,7.0,1.9459101490000001,7.877003467000001,5.58,2.52,2.232,83.0,68.0,64.0
4232,3k,map,3.0,1.098612289,8.80140916,5.6,2.06,2.2399999999999998,91.0,74.0,106.0
4224,3k,mane,1.0,0.0,10.0,5.6,2.14,2.2399999999999998,2.0,3.0,6.0
3464,3k,ill,8.0,2.079441542,7.73132013,5.603611000000001,1.82,2.2414444000000002,7.0,14.0,21.0
2077,3k,eve,5.0,1.609437912,8.244096157000001,5.603611000000001,2.45,2.2414444000000002,16.0,6.0,5.0
6533,3k,smooth,8.0,2.079441542,7.73132013,5.61,2.3,2.244,19.0,36.0,47.0
4257,lcnl,mashed,3.0,1.098612289,8.80140916,5.61,2.73,2.244,1.0,1.0,2.0
7110,3k,strap,1.0,0.0,10.0,5.61,2.68,2.244,0.0,1.0,7.0
7751,3k,trail,8.0,2.079441542,7.73132013,5.61,1.91,2.244,33.0,56.0,57.0
5936,3k,scratch,17.0,2.833213344,6.908951778,5.61,3.05,2.244,2.0,7.0,13.0
7504,3k,thick,13.0,2.5649493569999997,7.201628967,5.61,1.91,2.244,62.0,67.0,102.0
8210,3k,weird,2.0,0.693147181,9.243773377,5.61,1.75,2.244,2.0,8.0,11.0
788,3k,bunk,3.0,1.098612289,8.80140916,5.62,2.52,2.248,0.0,8.0,7.0
4640,3k,nod,2.0,0.693147181,9.243773377,5.62,2.91,2.248,3.0,7.0,5.0
5800,3k,same,45.0,3.80666249,5.846914477,5.624925000000001,1.71,2.2499700000000002,403.0,475.0,578.0
422,3k,blink,15.0,2.7080502010000003,7.045505317000001,5.63,2.27,2.252,3.0,3.0,5.0
2120,3k,fan,6.0,1.791759469,8.045182537,5.63,2.54,2.252,11.0,4.0,9.0
6923,3k,stack,14.0,2.63905733,7.120776844,5.63,2.22,2.252,15.0,11.0,9.0
8038,3k,view,9.0,2.197224577,7.60281832,5.63,2.01,2.252,7.0,22.0,33.0
5126,3k,pole,26.0,3.258096538,6.445402344,5.63,2.83,2.252,34.0,60.0,70.0
4216,3k,male,2.0,0.693147181,9.243773377,5.63,2.17,2.252,2.0,9.0,16.0
5166,3k,pork,2.0,0.693147181,9.243773377,5.63,1.95,2.252,2.0,5.0,2.0
8335,3k,wig,5.0,1.609437912,8.244096157000001,5.63,2.22,2.252,4.0,3.0,3.0
8104,3k,wake,19.0,2.9444389789999996,6.78760412,5.63,3.93,2.252,56.0,62.0,50.0
1520,3k,crunch,14.0,2.63905733,7.120776844,5.63,1.83,2.252,1.0,6.0,3.0
888,3k,care,48.0,3.871201011,5.776502667000001,5.65,2.01,2.2600000000000002,335.0,286.0,280.0
4286,3k,may,94.0,4.543294782,5.043245405,5.65,2.35,2.2600000000000002,616.0,518.0,770.0
4507,3k,mule,7.0,1.9459101490000001,7.877003467000001,5.65,1.66,2.2600000000000002,41.0,8.0,10.0
6695,3k,space,16.0,2.772588722,6.975093507,5.67,1.91,2.268,67.0,103.0,148.0
2105,3k,fair,24.0,3.17805383,6.53272929,5.67,1.91,2.268,113.0,104.0,78.0
1361,3k,cost,3.0,1.098612289,8.80140916,5.67,1.88,2.268,30.0,23.0,24.0
8334,3k,wife,24.0,3.17805383,6.53272929,5.67,3.2,2.268,191.0,157.0,123.0
6356,3k,skirt,1.0,0.0,10.0,5.67,2.57,2.268,9.0,13.0,18.0
2163,3k,fed,11.0,2.397895273,7.383885707999999,5.678210000000001,2.66,2.2712840000000005,46.0,31.0,39.0
5852,3k,scar,1.0,0.0,10.0,5.68,2.21,2.272,0.0,3.0,5.0
6040,3k,send,15.0,2.7080502010000003,7.045505317000001,5.68,1.73,2.272,74.0,75.0,83.0
2310,3k,flat,13.0,2.5649493569999997,7.201628967,5.68,1.67,2.272,56.0,106.0,100.0
5857,3k,scarf,69.0,4.234106505,5.380571177,5.68,2.54,2.272,6.0,13.0,12.0
6424,3k,slice,13.0,2.5649493569999997,7.201628967,5.69,2.24,2.2760000000000002,3.0,6.0,7.0
3310,3k,hog,7.0,1.9459101490000001,7.877003467000001,5.7,2.27,2.2800000000000002,7.0,1.0,2.0
1693,3k,den,21.0,3.044522438,6.678412627,5.7,1.66,2.2800000000000002,21.0,12.0,9.0
4269,3k,match,2.0,0.693147181,9.243773377,5.72,1.87,2.288,41.0,47.0,34.0
6841,3k,spread,14.0,2.63905733,7.120776844,5.72,2.76,2.288,14.0,50.0,75.0
7820,3k,troll,1.0,0.0,10.0,5.72,2.19,2.288,50.0,29.0,5.0
2866,3k,grade,5.0,1.609437912,8.244096157000001,5.72,1.36,2.288,48.0,41.0,36.0
