,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
2166,3k,feed,13.0,2.5649493569999997,7.201628967,4.17,1.58,1.668,86.0,75.0,65.0
7962,lcnl,us,177.0,5.176149733,4.352797871,4.18623,2.07,1.674492,997.0,883.0,909.0
1727,3k,dig,33.0,3.496507561,6.185294868,4.19,2.34,1.6760000000000002,108.0,52.0,45.0
728,3k,brown,77.0,4.343805422,5.260889175,4.196887000000001,1.31,1.6787548000000005,264.0,162.0,151.0
7287,3k,sweep,5.0,1.609437912,8.244096157000001,4.2,1.61,1.6800000000000002,1.0,8.0,13.0
5941,3k,scream,8.0,2.079441542,7.73132013,4.2,1.58,1.6800000000000002,11.0,20.0,16.0
4867,3k,peach,8.0,2.079441542,7.73132013,4.21,1.27,1.684,7.0,15.0,8.0
295,3k,bench,1.0,0.0,10.0,4.21,1.81,1.684,55.0,30.0,29.0
6941,lcnl,stairs,36.0,3.583518938,6.090365072999999,4.22,1.86,1.688,93.0,95.0,75.0
5854,3k,scare,4.0,1.386294361,8.487546753,4.22,1.26,1.688,35.0,21.0,10.0
5555,3k,rest,49.0,3.8918202980000003,5.7540069339999995,4.22,2.53,1.688,199.0,221.0,235.0
6988,3k,stay,36.0,3.583518938,6.090365072999999,4.22,2.21,1.688,438.0,348.0,301.0
8353,3k,win,13.0,2.5649493569999997,7.201628967,4.22,1.31,1.688,138.0,88.0,65.0
7811,3k,trip,22.0,3.091042453,6.627659085,4.22,1.9,1.688,117.0,120.0,120.0
1322,3k,cook,15.0,2.7080502010000003,7.045505317000001,4.22,1.31,1.688,161.0,76.0,53.0
6703,lcnl,spank,,,,4.22,1.99,1.688,,,
5683,3k,room,97.0,4.574710979,5.008970197,4.22,1.44,1.688,849.0,710.0,718.0
1037,3k,chin,16.0,2.772588722,6.975093507,4.22,4.1,1.688,26.0,24.0,28.0
7115,3k,straw,11.0,2.397895273,7.383885707999999,4.22,1.26,1.688,38.0,47.0,35.0
6511,3k,smell,36.0,3.583518938,6.090365072999999,4.22,1.44,1.688,112.0,113.0,94.0
8476,3k,wrong,32.0,3.465735903,6.218866883,4.22,1.48,1.688,158.0,191.0,168.0
45,3k,all,1080.0,6.98471632,2.3796437669999997,4.239515000000001,1.4,1.6958060000000004,3931.0,3788.0,3965.0
4367,3k,mine,39.0,3.6635616460000002,6.003038127000001,4.239515000000001,2.42,1.6958060000000004,116.0,104.0,93.0
4072,3k,long,229.0,5.433722004,4.07178539,4.239515000000001,1.83,1.6958060000000004,966.0,1098.0,1146.0
7936,3k,two,236.0,5.463831805,4.038935464,4.239515000000001,2.06,1.6958060000000004,1053.0,1180.0,1369.0
8261,3k,when,675.0,6.514712691000001,2.892419794,4.239515000000001,1.8,1.6958060000000004,2676.0,3114.0,3651.0
2576,3k,full,71.0,4.262679877,5.3493975019999995,4.24,1.61,1.6960000000000002,92.0,167.0,192.0
6130,3k,sheep,62.0,4.127134385,5.49727823,4.25,1.52,1.7,192.0,84.0,76.0
575,3k,bowl,14.0,2.63905733,7.120776844,4.26,2.28,1.704,59.0,64.0,38.0
6652,3k,song,53.0,3.9702919139999997,5.668394056,4.26,1.73,1.704,58.0,56.0,52.0
7440,3k,tell,156.0,5.049856007,4.490584881,4.26,2.05,1.704,1243.0,1107.0,962.0
8163,3k,wave,7.0,1.9459101490000001,7.877003467000001,4.26,1.59,1.704,16.0,27.0,35.0
7399,3k,taste,22.0,3.091042453,6.627659085,4.26,1.76,1.704,42.0,39.0,50.0
6306,3k,sip,2.0,0.693147181,9.243773377,4.26,1.37,1.704,5.0,2.0,3.0
