,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
469,4646,3k,noise,49,3.891820298,5.754006934,4.5,2.2,1.8,213,157,111,TRUE,TRUE,TRUE,4.677003467
581,78,lcnl,arms,28,3.33220451,6.36455022,3.738636,2.14,1.4954544,110,150,166,TRUE,TRUE,TRUE,4.67772951
457,915,3k,catch,53,3.970291914,5.668394056,4.61,2.07,1.844,187,192,146,TRUE,TRUE,TRUE,4.678197028
529,3361,3k,horse,37,3.610917913,6.060472672,4.15,1.46,1.66,246,233,232,TRUE,TRUE,TRUE,4.690236336
518,4367,3k,mine,39,3.663561646,6.003038127,4.239515,2.42,1.695806,116,104,93,TRUE,TRUE,TRUE,4.697325064
622,359,3k,bite,24,3.17805383,6.53272929,3.58,1.3,1.432,54,46,43,TRUE,TRUE,TRUE,4.698364645
449,2125,3k,far,61,4.110873864,5.515018529,4.878935,1.57,1.951574,377,369,389,TRUE,TRUE,TRUE,4.709083265
748,6544,3k,snack,13,2.564949357,7.201628967,2.78,1.22,1.112,13,13,6,TRUE,TRUE,TRUE,4.712814484
473,8135,3k,warm,51,3.931825633,5.710360938,4.65,1.79,1.86,242,241,277,TRUE,TRUE,TRUE,4.715180469
599,8113,3k,wall,27,3.295836866,6.40422748,3.79,1.75,1.516,109,160,170,TRUE,TRUE,TRUE,4.71811374
494,5634,3k,road,47,3.850147602,5.799472029,4.55,2.44,1.82,250,279,249,TRUE,TRUE,TRUE,4.719736015
560,7020,3k,step,34,3.526360525,6.152725154,4.11,1.37,1.644,80,80,71,TRUE,TRUE,TRUE,4.720362577
536,131,3k,bag,38,3.63758616,6.031377497,4.28,1.56,1.712,252,170,124,TRUE,TRUE,TRUE,4.727688749
525,777,3k,bump,40,3.688879454,5.975416287,4.35,1.6,1.74,67,41,14,TRUE,TRUE,TRUE,4.727708144
520,6959,3k,stand,41,3.713572067,5.948476538,4.39,1.79,1.756,228,198,201,TRUE,TRUE,TRUE,4.730238269
547,6511,3k,smell,36,3.583518938,6.090365073,4.22,1.44,1.688,112,113,94,TRUE,TRUE,TRUE,4.733182536
548,6941,lcnl,stairs,36,3.583518938,6.090365073,4.22,1.86,1.688,93,95,75,TRUE,TRUE,TRUE,4.733182536
550,6988,3k,stay,36,3.583518938,6.090365073,4.22,2.21,1.688,438,348,301,TRUE,TRUE,TRUE,4.733182536
630,6780,3k,splash,24,3.17805383,6.53272929,3.67,2.35,1.468,36,21,10,TRUE,TRUE,TRUE,4.734364645
503,7289,3k,sweet,45,3.80666249,5.846914477,4.53,2.46,1.812,35,63,64,TRUE,TRUE,TRUE,4.735457239
650,6727,3k,speak,22,3.091042453,6.627659085,3.56,1.38,1.424,50,107,132,TRUE,TRUE,TRUE,4.737829543
497,4772,lcnl,pa,47,3.850147602,5.799472029,4.601853,2.82,1.8407412,30,73,91,TRUE,TRUE,TRUE,4.740477215
627,8618,3k,zoo,25,3.218875825,6.488192314,3.75,1.12,1.5,88,40,26,TRUE,TRUE,TRUE,4.744096157
496,5586,3k,ride,49,3.891820298,5.754006934,4.67,2.17,1.868,328,195,172,TRUE,TRUE,TRUE,4.745003467
706,4817,3k,pants,17,2.833213344,6.908951778,3.2271,1.75,1.29084,54,29,27,TRUE,TRUE,TRUE,4.745315889
517,8392,3k,wolf,43,3.761200116,5.896514127,4.5,1.79,1.8,247,81,39,TRUE,TRUE,TRUE,4.748257064
488,561,3k,both,52,3.951243719,5.689175721,4.772365,1.57,1.908946,213,268,333,TRUE,TRUE,TRUE,4.75353386
631,5855,lcnl,scared,25,3.218875825,6.488192314,3.79,1.47,1.516,141,118,73,TRUE,TRUE,TRUE,4.760096157
559,1005,3k,cheese,37,3.610917913,6.060472672,4.33,1.75,1.732,32,31,32,TRUE,TRUE,TRUE,4.762236336
506,3316,3k,hold,47,3.850147602,5.799472029,4.67,2.89,1.868,175,214,212,TRUE,TRUE,TRUE,4.767736015
582,1727,3k,dig,33,3.496507561,6.185294868,4.19,2.34,1.676,108,52,45,TRUE,TRUE,TRUE,4.768647434
535,4111,3k,loud,42,3.737669618,5.922186004,4.537911,1.51,1.8151644,123,140,108,TRUE,TRUE,TRUE,4.776257402
526,8568,3k,young,44,3.784189634,5.871432462,4.61,1.5,1.844,157,297,401,TRUE,TRUE,TRUE,4.779716231
415,4286,3k,may,94,4.543294782,5.043245405,5.65,2.35,2.26,616,518,770,TRUE,TRUE,TRUE,4.781622703
663,2082,lcnl,eye,23,3.135494216,6.579162017,3.75,1.71,1.5,49,118,131,TRUE,TRUE,TRUE,4.789581009
592,8476,3k,wrong,32,3.465735903,6.218866883,4.22,1.48,1.688,158,191,168,TRUE,TRUE,TRUE,4.797433442
652,1756,3k,dirt,24,3.17805383,6.53272929,3.83,1.15,1.532,103,81,66,TRUE,TRUE,TRUE,4.798364645
498,2990,3k,ground,52,3.951243719,5.689175721,4.89,2.3,1.956,325,317,335,TRUE,TRUE,TRUE,4.800587861
788,7664,3k,toe,13,2.564949357,7.201628967,3,1.08,1.2,7,13,12,TRUE,TRUE,TRUE,4.800814484
533,2115,3k,fall,45,3.80666249,5.846914477,4.71,2.63,1.884,273,173,174,TRUE,TRUE,TRUE,4.807457239
527,5993,3k,sea,46,3.828641396,5.822935393,4.74,1.56,1.896,240,243,225,TRUE,TRUE,TRUE,4.807467697
567,1221,3k,close,38,3.63758616,6.031377497,4.5,1.82,1.8,206,269,251,TRUE,TRUE,TRUE,4.815688749
568,7963,3k,use,38,3.63758616,6.031377497,4.5,1.82,1.8,436,474,666,TRUE,TRUE,TRUE,4.815688749
634,6263,3k,sick,27,3.295836866,6.40422748,4.05,2.09,1.62,232,170,145,TRUE,TRUE,TRUE,4.82211374
490,2168,3k,feel,58,4.060443011,5.570038813,5.11,2.73,2.044,466,414,419,TRUE,TRUE,TRUE,4.829019407
489,1027,3k,child,59,4.077537444,5.551388711,5.14536,1.7,2.058144,70,118,144,TRUE,TRUE,TRUE,4.833838356
543,2999,3k,grow,45,3.80666249,5.846914477,4.79,1.93,1.916,298,301,320,TRUE,TRUE,TRUE,4.839457239
606,6974,3k,start,33,3.496507561,6.185294868,4.37,1.74,1.748,227,208,210,TRUE,TRUE,TRUE,4.840647434
655,1891,3k,dress,26,3.258096538,6.445402344,4.05,1.61,1.62,70,67,71,TRUE,TRUE,TRUE,4.842701172
659,4934,3k,pet,26,3.258096538,6.445402344,4.05,1.87,1.62,277,106,62,TRUE,TRUE,TRUE,4.842701172
665,8150,3k,wash,25,3.218875825,6.488192314,4,1.59,1.6,63,58,53,TRUE,TRUE,TRUE,4.844096157
600,692,3k,bring,34,3.526360525,6.152725154,4.42,2.46,1.768,171,175,190,TRUE,TRUE,TRUE,4.844362577
554,4079,lcnl,looks,44,3.784189634,5.871432462,4.772365,1.41,1.908946,418,237,179,TRUE,TRUE,TRUE,4.844662231
461,3710,3k,king,70,4.248495242,5.364873001,5.42,2.63,2.168,399,263,209,TRUE,TRUE,TRUE,4.850436501
577,8182,3k,wear,39,3.663561646,6.003038127,4.63,2.43,1.852,81,106,108,TRUE,TRUE,TRUE,4.853519064
410,7658,3k,toad,115,4.744932128,4.823258174,6.11,2.64,2.444,419,63,12,TRUE,TRUE,TRUE,4.855629087
540,3707,3k,kind,47,3.850147602,5.799472029,4.89,1.23,1.956,256,352,436,TRUE,TRUE,TRUE,4.855736015
687,5152,lcnl,poop,24,3.17805383,6.53272929,4,3.11,1.6,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,4.866364645
758,7478,lcnl,thanks,17,2.833213344,6.908951778,3.53,1.35,1.412,85,70,47,TRUE,TRUE,TRUE,4.866475889
666,1946,3k,dry,26,3.258096538,6.445402344,4.11,1.33,1.644,137,133,170,TRUE,TRUE,TRUE,4.866701172
732,7700,3k,tooth,18,2.890371758,6.846591697,3.61,1.09,1.444,63,59,23,TRUE,TRUE,TRUE,4.867295849
675,7573,3k,throw,26,3.258096538,6.445402344,4.14,1.46,1.656,84,77,72,TRUE,TRUE,TRUE,4.878701172
405,4382,3k,miss,129,4.859812404,4.697923287,6.33,3.41,2.532,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,4.880961644
628,1578,3k,cut,32,3.465735903,6.218866883,4.43,1.72,1.772,316,241,205,TRUE,TRUE,TRUE,4.881433442
702,458,3k,blow,23,3.135494216,6.579162017,4,1.76,1.6,110,61,49,TRUE,TRUE,TRUE,4.889581009
660,7606,cdi,tickle,29,3.36729583,6.326265436,4.35,2.6,1.74,10,3,1,TRUE,TRUE,TRUE,4.903132718
828,75,3k,arm,13,2.564949357,7.201628967,3.26,1.56,1.304,180,189,161,TRUE,TRUE,TRUE,4.904814484
562,2483,3k,fox,47,3.850147602,5.799472029,5.017476,1.78,2.0069904,270,113,70,TRUE,TRUE,TRUE,4.906726415
780,4193,3k,mad,16,2.772588722,6.975093507,3.55,1.5,1.42,154,93,59,TRUE,TRUE,TRUE,4.907546754
668,6278,3k,sign,28,3.33220451,6.36455022,4.32,1.45,1.728,247,133,120,TRUE,TRUE,TRUE,4.91027511
719,3431,3k,hurt,22,3.091042453,6.627659085,4,1.45,1.6,213,214,160,TRUE,TRUE,TRUE,4.913829543
726,8507,3k,yard,21,3.044522438,6.678412627,3.94,1.7,1.576,134,140,105,TRUE,TRUE,TRUE,4.915206314
809,1134,3k,clap,14,2.63905733,7.120776844,3.4,1.73,1.36,26,5,8,TRUE,TRUE,TRUE,4.920388422
759,5045,3k,plate,19,2.944438979,6.78760412,3.84,1.26,1.536,16,50,25,TRUE,TRUE,TRUE,4.92980206
686,6205,3k,short,27,3.295836866,6.40422748,4.32,1.73,1.728,94,142,164,TRUE,TRUE,TRUE,4.93011374
670,5380,3k,queen,29,3.36729583,6.326265436,4.42,1.57,1.768,66,58,51,TRUE,TRUE,TRUE,4.931132718
707,6572,lcnl,sneeze,24,3.17805383,6.53272929,4.17,1.58,1.668,2,2,3,TRUE,TRUE,TRUE,4.934364645
802,6178,3k,shirt,15,2.708050201,7.045505317,3.53,1.12,1.412,61,64,51,TRUE,TRUE,TRUE,4.934752659
771,6651,3k,son,18,2.890371758,6.846591697,3.78,1.26,1.512,124,144,162,TRUE,TRUE,TRUE,4.935295849
584,267,3k,bee,44,3.784189634,5.871432462,5,1.97,2,55,54,30,TRUE,TRUE,TRUE,4.935716231
796,2559,3k,fruit,16,2.772588722,6.975093507,3.63,1.71,1.452,32,48,50,TRUE,TRUE,TRUE,4.939546754
640,4486,3k,move,33,3.496507561,6.185294868,4.62,1.75,1.848,392,382,381,TRUE,TRUE,TRUE,4.940647434
649,7164,3k,strong,32,3.465735903,6.218866883,4.58,1.87,1.832,130,158,191,TRUE,TRUE,TRUE,4.941433441
603,3349,3k,hope,40,3.688879454,5.975416287,4.89,2.11,1.956,136,113,107,TRUE,TRUE,TRUE,4.943708144
563,4766,3k,own,50,3.912023005,5.731965691,5.209302,1.81,2.0837208,312,402,480,TRUE,TRUE,TRUE,4.949703646
588,3318,3k,hole,44,3.784189634,5.871432462,5.05,2.17,2.02,251,189,99,TRUE,TRUE,TRUE,4.955716231
680,5157,3k,pop,29,3.36729583,6.326265436,4.484626,1.59,1.7938504,38,40,23,TRUE,TRUE,TRUE,4.956983118
664,8403,3k,wood,31,3.433987204,6.253504853,4.58,2.04,1.832,137,128,128,TRUE,TRUE,TRUE,4.958752427
691,762,3k,build,28,3.33220451,6.36455022,4.45,1.57,1.78,41,100,96,TRUE,TRUE,TRUE,4.96227511
501,5857,3k,scarf,69,4.234106505,5.380571177,5.68,2.54,2.272,6,13,12,TRUE,TRUE,TRUE,4.962285589
480,1242,3k,club,79,4.369447852,5.232913171,5.89,2.56,2.356,37,53,52,TRUE,TRUE,TRUE,4.972456586
542,1679,3k,deep,58,4.060443011,5.570038813,5.47,2.46,2.188,128,188,217,TRUE,TRUE,TRUE,4.973019407
690,5613,3k,ring,29,3.36729583,6.326265436,4.53,1.87,1.812,102,90,76,TRUE,TRUE,TRUE,4.975132718
635,3348,3k,hop,36,3.583518938,6.090365073,4.84,2.17,1.936,107,19,16,TRUE,TRUE,TRUE,4.981182536
735,7303,3k,swim,22,3.091042453,6.627659085,4.17,1.72,1.668,237,115,75,TRUE,TRUE,TRUE,4.981829543
717,2817,3k,god,25,3.218875825,6.488192314,4.346085,2.38,1.738434,27,47,58,TRUE,TRUE,TRUE,4.982530157
767,4498,3k,mud,20,2.995732274,6.731642911,4.05,1.61,1.62,81,86,61,TRUE,TRUE,TRUE,4.985821456
853,3684,3k,key,14,2.63905733,7.120776844,3.58,1.54,1.432,115,65,46,TRUE,TRUE,TRUE,4.992388422
651,3998,3k,line,35,3.555348061,6.121099624,4.85,2.52,1.94,181,174,206,TRUE,TRUE,TRUE,5.000549812
751,7811,3k,trip,22,3.091042453,6.627659085,4.22,1.9,1.688,117,120,120,TRUE,TRUE,TRUE,5.001829543
609,3183,3k,heart,44,3.784189634,5.871432462,5.17,2.23,2.068,48,102,164,TRUE,TRUE,TRUE,5.003716231
674,332,3k,bike,33,3.496507561,6.185294868,4.79,1.65,1.916,173,87,59,TRUE,TRUE,TRUE,5.008647434
648,7368,3k,tall,37,3.610917913,6.060472672,4.95,3.24,1.98,217,225,193,TRUE,TRUE,TRUE,5.010236336
941,6623,3k,soap,10,2.302585093,7.487869534,3.17,1.1,1.268,35,25,24,TRUE,TRUE,TRUE,5.011934767
728,8412,3k,word,25,3.218875825,6.488192314,4.42,1.74,1.768,228,276,311,TRUE,TRUE,TRUE,5.012096157
662,6257,3k,shut,35,3.555348061,6.121099624,4.89,2.17,1.956,73,87,90,TRUE,TRUE,TRUE,5.016549812
763,7399,3k,taste,22,3.091042453,6.627659085,4.26,1.76,1.704,42,39,50,TRUE,TRUE,TRUE,5.017829543
515,8415,3k,work,71,4.262679877,5.349397502,5.86,3.29,2.344,874,787,761,TRUE,TRUE,TRUE,5.018698751
742,1826,lcnl,dot,23,3.135494216,6.579162017,4.33,1.41,1.732,59,12,7,TRUE,TRUE,TRUE,5.021581009
673,5505,3k,real,35,3.555348061,6.121099624,4.95,1.43,1.98,221,241,236,TRUE,TRUE,TRUE,5.040549812
778,963,3k,change,21,3.044522438,6.678412627,4.26,1.66,1.704,137,214,217,TRUE,TRUE,TRUE,5.043206314
757,3251,3k,hide,24,3.17805383,6.53272929,4.47,2.14,1.788,178,83,68,TRUE,TRUE,TRUE,5.054364645
510,2180,3k,felt,79,4.369447852,5.232913171,6.10449,1.95,2.441796,342,460,500,TRUE,TRUE,TRUE,5.058252586
889,3969,3k,lie,14,2.63905733,7.120776844,3.75,0.91,1.5,35,57,55,TRUE,TRUE,TRUE,5.060388422
870,2130,3k,farm,15,2.708050201,7.045505317,3.85,1.5,1.54,161,138,122,TRUE,TRUE,TRUE,5.062752659
736,5803,3k,sand,26,3.258096538,6.445402344,4.63,2.31,1.852,135,105,112,TRUE,TRUE,TRUE,5.074701172
896,3870,3k,laugh,14,2.63905733,7.120776844,3.79,1.51,1.516,163,126,78,TRUE,TRUE,TRUE,5.076388422
858,6529,3k,smoke,16,2.772588722,6.975093507,4,1.5,1.6,52,101,91,TRUE,TRUE,TRUE,5.087546754
645,3097,3k,hall,43,3.761200116,5.896514127,5.35,2.16,2.14,127,139,108,TRUE,TRUE,TRUE,5.088257064
907,5580,3k,rice,13,2.564949357,7.201628967,3.72,1.41,1.488,19,37,31,TRUE,TRUE,TRUE,5.088814484
463,8269,3k,which,106,4.663439094,4.912167433,6.584055,1.69,2.633622,209,398,718,TRUE,TRUE,TRUE,5.089705717
519,6216,3k,show,80,4.382026635,5.219189664,6.21,1.81,2.484,545,372,384,TRUE,TRUE,TRUE,5.093594832
927,1231,3k,cloud,12,2.48490665,7.288955913,3.63,1.57,1.452,94,47,30,TRUE,TRUE,TRUE,5.096477956
614,3919,3k,leave,50,3.912023005,5.731965691,5.58,2.48,2.232,246,273,193,TRUE,TRUE,TRUE,5.097982846
741,4303,3k,meet,27,3.295836866,6.40422748,4.74,1.73,1.896,101,129,138,TRUE,TRUE,TRUE,5.09811374
624,823,3k,buy,49,3.891820298,5.754006934,5.56,2.08,2.224,144,174,177,TRUE,TRUE,TRUE,5.101003467
893,4865,3k,pea,15,2.708050201,7.045505317,3.95,1.68,1.58,15,10,6,TRUE,TRUE,TRUE,5.102752659
819,3693,3k,kid,19,2.944438979,6.78760412,4.28,1.56,1.712,107,109,74,TRUE,TRUE,TRUE,5.10580206
820,4324,3k,mess,19,2.944438979,6.78760412,4.28,1.45,1.712,72,45,23,TRUE,TRUE,TRUE,5.10580206
776,1355,3k,corn,24,3.17805383,6.53272929,4.61,2.64,1.844,42,85,84,TRUE,TRUE,TRUE,5.110364645
689,4956,3k,pick,38,3.63758616,6.031377497,5.26,2.31,2.104,198,151,110,TRUE,TRUE,TRUE,5.119688749
1009,4730,unl,oink,10,2.302585093,7.487869534,3.44,1.85,1.376,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,5.119934767
761,239,3k,beach,27,3.295836866,6.40422748,4.8,1.54,1.92,82,81,83,TRUE,TRUE,TRUE,5.12211374
851,2624,3k,game,18,2.890371758,6.846591697,4.26,1.82,1.704,337,201,161,TRUE,TRUE,TRUE,5.127295849
955,1238,3k,clown,12,2.48490665,7.288955913,3.72,1.93,1.488,41,20,10,TRUE,TRUE,TRUE,5.132477957
831,3433,3k,hush,20,2.995732274,6.731642911,4.441998,1.88,1.7767992,6,13,8,TRUE,TRUE,TRUE,5.142620656
903,1017,3k,chew,15,2.708050201,7.045505317,4.05,1.51,1.62,7,11,12,TRUE,TRUE,TRUE,5.142752659
644,888,3k,care,48,3.871201011,5.776502667,5.65,2.01,2.26,335,286,280,TRUE,TRUE,TRUE,5.148251334
834,4825,3k,park,20,2.995732274,6.731642911,4.47,1.87,1.788,231,126,104,TRUE,TRUE,TRUE,5.153821456
723,5137,3k,pond,33,3.496507561,6.185294868,5.16,1.98,2.064,202,89,61,TRUE,TRUE,TRUE,5.156647434
722,4782,3k,page,33,3.496507561,6.185294868,5.16,1.8,2.064,52,93,171,TRUE,TRUE,TRUE,5.156647434
708,3863,3k,late,36,3.583518938,6.090365073,5.28,1.93,2.112,193,197,172,TRUE,TRUE,TRUE,5.157182537
789,5310,3k,pull,25,3.218875825,6.488192314,4.79,1.93,1.916,116,113,104,TRUE,TRUE,TRUE,5.160096157
913,4315,cdi,meow,14,2.63905733,7.120776844,4,2.5,1.6,5,5,1,TRUE,TRUE,TRUE,5.160388422
710,5355,3k,quack,35,3.555348061,6.121099624,5.25193,3.59,2.100772,3,4,2,TRUE,TRUE,TRUE,5.161321812
797,1497,3k,cross,24,3.17805383,6.53272929,4.74,1.76,1.896,56,71,82,TRUE,TRUE,TRUE,5.162364645
779,217,3k,bat,26,3.258096538,6.445402344,4.85,1.73,1.94,51,32,22,TRUE,TRUE,TRUE,5.162701172
845,190,3k,barn,20,2.995732274,6.731642911,4.5,1.62,1.8,50,81,79,TRUE,TRUE,TRUE,5.165821456
587,5155,3k,poor,65,4.17438727,5.445725124,6.11,1.94,2.444,81,153,158,TRUE,TRUE,TRUE,5.166862562
856,7069,3k,stone,19,2.944438979,6.78760412,4.44,1.2,1.776,115,110,115,TRUE,TRUE,TRUE,5.16980206
738,5775,3k,safe,31,3.433987204,6.253504853,5.11,2.65,2.044,124,144,103,TRUE,TRUE,TRUE,5.170752427
671,5800,3k,same,45,3.80666249,5.846914477,5.624925,1.71,2.24997,403,475,578,TRUE,TRUE,TRUE,5.173427239
901,1037,3k,chin,16,2.772588722,6.975093507,4.22,4.1,1.688,26,24,28,TRUE,TRUE,TRUE,5.175546754
704,4018,cdi,listen,38,3.63758616,6.031377497,5.4,2.62,2.16,207,198,170,TRUE,TRUE,TRUE,5.175688749
699,3022,3k,guess,39,3.663561646,6.003038127,5.44,1.46,2.176,210,225,155,TRUE,TRUE,TRUE,5.177519064
555,7500,3k,these,80,4.382026635,5.219189664,6.4242,1.78,2.56968,525,677,1003,TRUE,TRUE,TRUE,5.179274832
859,2745,3k,glass,19,2.944438979,6.78760412,4.47,1.65,1.788,97,111,115,TRUE,TRUE,TRUE,5.18180206
865,7770,3k,trash,19,2.944438979,6.78760412,4.47,1.78,1.788,16,17,21,TRUE,TRUE,TRUE,5.18180206
821,554,3k,born,22,3.091042453,6.627659085,4.68,1.97,1.872,30,95,119,TRUE,TRUE,TRUE,5.185829543
875,7587,3k,thumb,18,2.890371758,6.846591697,4.42,2.36,1.768,15,19,13,TRUE,TRUE,TRUE,5.191295849
570,6309,3k,sir,75,4.317488114,5.289601474,6.37,3.04,2.548,63,102,102,TRUE,TRUE,TRUE,5.192800737
730,6319,3k,six,33,3.496507561,6.185294868,5.25193,1.86,2.100772,151,166,160,TRUE,TRUE,TRUE,5.193419434
813,7082,3k,store,23,3.135494216,6.579162017,4.76,1.92,1.904,333,225,192,TRUE,TRUE,TRUE,5.193581009
792,573,3k,bow,26,3.258096538,6.445402344,4.95,2.22,1.98,15,25,30,TRUE,TRUE,TRUE,5.202701172
709,2219,3k,fight,38,3.63758616,6.031377497,5.47,2.06,2.188,85,123,103,TRUE,TRUE,TRUE,5.203688749
601,4764,3k,owl,65,4.17438727,5.445725124,6.21,2.66,2.484,151,58,33,TRUE,TRUE,TRUE,5.206862562
838,1069,3k,choose,22,3.091042453,6.627659085,4.74,1.79,1.896,12,51,60,TRUE,TRUE,TRUE,5.209829543
923,1322,3k,cook,15,2.708050201,7.045505317,4.22,1.31,1.688,161,76,53,TRUE,TRUE,TRUE,5.210752659
1033,100,3k,aunt,11,2.397895273,7.383885708,3.8,1.61,1.52,147,179,144,TRUE,TRUE,TRUE,5.211942854
868,3764,3k,knock,20,2.995732274,6.731642911,4.63,2.06,1.852,20,28,32,TRUE,TRUE,TRUE,5.217821456
743,273,3k,beep,33,3.496507561,6.185294868,5.32,2.38,2.128,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,5.220647434
816,5500,3k,reach,24,3.17805383,6.53272929,4.89,2.79,1.956,67,73,95,TRUE,TRUE,TRUE,5.222364645
817,8470,3k,write,24,3.17805383,6.53272929,4.89,1.64,1.956,276,246,221,TRUE,TRUE,TRUE,5.222364645
958,7306,3k,swing,14,2.63905733,7.120776844,4.16,2.03,1.664,19,24,22,TRUE,TRUE,TRUE,5.224388422
857,6211,3k,shout,21,3.044522438,6.678412627,4.72,1.49,1.888,28,38,31,TRUE,TRUE,TRUE,5.227206314
1000,3104,3k,ham,13,2.564949357,7.201628967,4.1,1.48,1.64,47,14,9,TRUE,TRUE,TRUE,5.240814484
502,8275,3k,while,114,4.736198448,4.832786657,7.06362,2.04,2.825448,312,494,567,TRUE,TRUE,TRUE,5.241841329
1175,1920,3k,drop,7,1.945910149,7.877003467,3.26,1.33,1.304,63,59,47,TRUE,TRUE,TRUE,5.242501734
1001,1871,3k,draw,13,2.564949357,7.201628967,4.11,1.13,1.644,134,69,72,TRUE,TRUE,TRUE,5.244814484
1002,4950,3k,phone,13,2.564949357,7.201628967,4.11,1.49,1.644,90,90,69,TRUE,TRUE,TRUE,5.244814484
607,7206,3k,such,70,4.248495242,5.364873001,6.4242,2.05,2.56968,144,231,382,TRUE,TRUE,TRUE,5.252116501
906,7519,3k,third,18,2.890371758,6.846591697,4.580539,1.93,1.8322156,53,98,105,TRUE,TRUE,TRUE,5.255511449
932,1207,3k,clock,16,2.772588722,6.975093507,4.42,1.46,1.768,112,67,60,TRUE,TRUE,TRUE,5.255546754
694,3978,3k,life,47,3.850147602,5.799472029,5.89,3.23,2.356,107,258,398,TRUE,TRUE,TRUE,5.255736015
766,4574,3k,near,33,3.496507561,6.185294868,5.411785,1.96,2.164714,329,341,380,TRUE,TRUE,TRUE,5.257361434
794,7619,3k,tight,29,3.36729583,6.326265436,5.25193,1.61,2.100772,25,48,58,TRUE,TRUE,TRUE,5.263904718
992,575,3k,bowl,14,2.63905733,7.120776844,4.26,2.28,1.704,59,64,38,TRUE,TRUE,TRUE,5.264388422
1021,2166,3k,feed,13,2.564949357,7.201628967,4.17,1.58,1.668,86,75,65,TRUE,TRUE,TRUE,5.268814484
1136,7024,lcnl,steps,9,2.197224577,7.60281832,3.67,1.41,1.468,139,162,131,TRUE,TRUE,TRUE,5.26940916
647,4106,3k,lot,60,4.094344562,5.533052071,6.264345,2.25,2.505738,444,411,372,TRUE,TRUE,TRUE,5.272264036
679,4023,3k,live,53,3.970291914,5.668394056,6.1,2.15,2.44,443,475,561,TRUE,TRUE,TRUE,5.274197028
787,4365,3k,mind,31,3.433987204,6.253504853,5.37,1.86,2.148,115,271,316,TRUE,TRUE,TRUE,5.274752427
1106,8532,3k,yell,10,2.302585093,7.487869534,3.83,1.5,1.532,39,26,18,TRUE,TRUE,TRUE,5.275934767
806,8522,3k,year,28,3.33220451,6.36455022,5.24,1.73,2.096,132,260,336,TRUE,TRUE,TRUE,5.27827511
897,2156,3k,fear,20,2.995732274,6.731642911,4.79,1.93,1.916,15,46,75,TRUE,TRUE,TRUE,5.281821456
1216,3839,3k,lap,6,1.791759469,8.045182537,3.15,1.18,1.26,23,39,29,TRUE,TRUE,TRUE,5.282591269
824,2137,3k,fat,26,3.258096538,6.445402344,5.15,1.84,2.06,134,88,75,TRUE,TRUE,TRUE,5.282701172
912,4201,3k,mail,18,2.890371758,6.846591697,4.65,2.01,1.86,69,37,29,TRUE,TRUE,TRUE,5.283295849
1024,8353,3k,win,13,2.564949357,7.201628967,4.22,1.31,1.688,138,88,65,TRUE,TRUE,TRUE,5.288814484
854,4839,3k,pat,24,3.17805383,6.53272929,5.070761,2.12,2.0283044,296,52,17,TRUE,TRUE,TRUE,5.294669045
895,4961,3k,piece,21,3.044522438,6.678412627,4.89,1.7,1.956,114,155,174,TRUE,TRUE,TRUE,5.295206314
988,3908,3k,learn,15,2.708050201,7.045505317,4.44,1.42,1.776,192,256,269,TRUE,TRUE,TRUE,5.298752659
904,3356,3k,horn,20,2.995732274,6.731642911,4.84,1.01,1.936,16,27,23,TRUE,TRUE,TRUE,5.301821456
997,4792,3k,paint,15,2.708050201,7.045505317,4.45,1.32,1.78,225,66,54,TRUE,TRUE,TRUE,5.302752659
918,4124,3k,low,18,2.890371758,6.846591697,4.7,1.22,1.88,62,112,151,TRUE,TRUE,TRUE,5.303295849
1036,5342,3k,push,13,2.564949357,7.201628967,4.26,1.85,1.704,91,84,58,TRUE,TRUE,TRUE,5.304814484
866,612,3k,branch,24,3.17805383,6.53272929,5.11,2.11,2.044,54,59,48,TRUE,TRUE,TRUE,5.310364645
808,6678,3k,soup,29,3.36729583,6.326265436,5.37,2.65,2.148,123,58,27,TRUE,TRUE,TRUE,5.311132718
714,6056,3k,set,46,3.828641396,5.822935393,6,3.03,2.4,254,283,331,TRUE,TRUE,TRUE,5.311467696
977,6009,3k,seat,16,2.772588722,6.975093507,4.58,1.92,1.832,99,109,95,TRUE,TRUE,TRUE,5.319546754
839,1185,3k,climb,27,3.295836866,6.40422748,5.3,2.05,2.12,123,89,60,TRUE,TRUE,TRUE,5.32211374
882,6551,3k,snake,23,3.135494216,6.579162017,5.1,2.47,2.04,123,96,57,TRUE,TRUE,TRUE,5.329581009
892,4830,3k,part,23,3.135494216,6.579162017,5.11,1.15,2.044,219,323,508,TRUE,TRUE,TRUE,5.333581009
1007,773,3k,bull,15,2.708050201,7.045505317,4.53,2.29,1.812,25,15,22,TRUE,TRUE,TRUE,5.334752659
990,4268,3k,mat,16,2.772588722,6.975093507,4.62,2.22,1.848,27,13,9,TRUE,TRUE,TRUE,5.335546754
998,1940,3k,drum,16,2.772588722,6.975093507,4.63,2.19,1.852,21,12,19,TRUE,TRUE,TRUE,5.339546754
