word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale
suited,2,0.693147181,9.243773377
sulky,2,0.693147181,9.243773377
summer's,2,0.693147181,9.243773377
sun's,2,0.693147181,9.243773377
sunburn,2,0.693147181,9.243773377
sung,2,0.693147181,9.243773377
sunk,2,0.693147181,9.243773377
sunroof,2,0.693147181,9.243773377
supplies,2,0.693147181,9.243773377
support,2,0.693147181,9.243773377
supreme,2,0.693147181,9.243773377
surface,2,0.693147181,9.243773377
surfboard,2,0.693147181,9.243773377
survived,2,0.693147181,9.243773377
suspicious,2,0.693147181,9.243773377
swans,2,0.693147181,9.243773377
swapped,2,0.693147181,9.243773377
swaying,2,0.693147181,9.243773377
sweeper,2,0.693147181,9.243773377
swift,2,0.693147181,9.243773377
swimmer,2,0.693147181,9.243773377
swinging,2,0.693147181,9.243773377
swirl,2,0.693147181,9.243773377
swirling,2,0.693147181,9.243773377
swishing,2,0.693147181,9.243773377
switched,2,0.693147181,9.243773377
swomee,2,0.693147181,9.243773377
swooping,2,0.693147181,9.243773377
swore,2,0.693147181,9.243773377
sylvia,2,0.693147181,9.243773377
t.v,2,0.693147181,9.243773377
ta,2,0.693147181,9.243773377
tailor,2,0.693147181,9.243773377
talkin,2,0.693147181,9.243773377
tame,2,0.693147181,9.243773377
tang,2,0.693147181,9.243773377
tangle,2,0.693147181,9.243773377
tangled,2,0.693147181,9.243773377
tapped,2,0.693147181,9.243773377
tar,2,0.693147181,9.243773377
tattletale,2,0.693147181,9.243773377
taxis,2,0.693147181,9.243773377
teaching,2,0.693147181,9.243773377
teased,2,0.693147181,9.243773377
ted,2,0.693147181,9.243773377
teeny,2,0.693147181,9.243773377
telephoned,2,0.693147181,9.243773377
tenement,2,0.693147181,9.243773377
terriblest,2,0.693147181,9.243773377
tested,2,0.693147181,9.243773377
thanksgiving,2,0.693147181,9.243773377
thats,2,0.693147181,9.243773377
theater,2,0.693147181,9.243773377
therapist,2,0.693147181,9.243773377
therefore,2,0.693147181,9.243773377
thigh,2,0.693147181,9.243773377
thimble,2,0.693147181,9.243773377
this'll,2,0.693147181,9.243773377
thorn,2,0.693147181,9.243773377
thrilled,2,0.693147181,9.243773377
thrown,2,0.693147181,9.243773377
throws,2,0.693147181,9.243773377
thumpaty,2,0.693147181,9.243773377
thumps,2,0.693147181,9.243773377
thundered,2,0.693147181,9.243773377
thunk,2,0.693147181,9.243773377
ticket,2,0.693147181,9.243773377
tickling,2,0.693147181,9.243773377
timber,2,0.693147181,9.243773377
ting,2,0.693147181,9.243773377
tinkle,2,0.693147181,9.243773377
tipped,2,0.693147181,9.243773377
tisha,2,0.693147181,9.243773377
tittlemouse,2,0.693147181,9.243773377
tobago,2,0.693147181,9.243773377
tocks,2,0.693147181,9.243773377
tokyo,2,0.693147181,9.243773377
tongs,2,0.693147181,9.243773377
tons,2,0.693147181,9.243773377
toothed,2,0.693147181,9.243773377
toowhoo,2,0.693147181,9.243773377
torch,2,0.693147181,9.243773377
toss,2,0.693147181,9.243773377
tougher,2,0.693147181,9.243773377
towed,2,0.693147181,9.243773377
towering,2,0.693147181,9.243773377
towing,2,0.693147181,9.243773377
townspeople,2,0.693147181,9.243773377
trace,2,0.693147181,9.243773377
tractors,2,0.693147181,9.243773377
trailers,2,0.693147181,9.243773377
trailing,2,0.693147181,9.243773377
train's,2,0.693147181,9.243773377
trained,2,0.693147181,9.243773377
training,2,0.693147181,9.243773377
tramping,2,0.693147181,9.243773377
transporter,2,0.693147181,9.243773377
trap,2,0.693147181,9.243773377
trembled,2,0.693147181,9.243773377
trembling,2,0.693147181,9.243773377
tries,2,0.693147181,9.243773377
trolley,2,0.693147181,9.243773377
trotting,2,0.693147181,9.243773377
trout,2,0.693147181,9.243773377
trudged,2,0.693147181,9.243773377
trumpet,2,0.693147181,9.243773377
trumpeting,2,0.693147181,9.243773377
tryin,2,0.693147181,9.243773377
tucker,2,0.693147181,9.243773377
tucks,2,0.693147181,9.243773377
tuft,2,0.693147181,9.243773377
tufts,2,0.693147181,9.243773377
tugs,2,0.693147181,9.243773377
tumbling,2,0.693147181,9.243773377
tummies,2,0.693147181,9.243773377
turnin,2,0.693147181,9.243773377
turnips,2,0.693147181,9.243773377
tusks,2,0.693147181,9.243773377
tuttle,2,0.693147181,9.243773377
twiddle,2,0.693147181,9.243773377
twin,2,0.693147181,9.243773377
twirl,2,0.693147181,9.243773377
twirls,2,0.693147181,9.243773377
twisting,2,0.693147181,9.243773377
twists,2,0.693147181,9.243773377
twitch,2,0.693147181,9.243773377
types,2,0.693147181,9.243773377
unattractive,2,0.693147181,9.243773377
uncertain,2,0.693147181,9.243773377
uncoupled,2,0.693147181,9.243773377
undone,2,0.693147181,9.243773377
undust,2,0.693147181,9.243773377
unfortunately,2,0.693147181,9.243773377
uniform,2,0.693147181,9.243773377
uniforms,2,0.693147181,9.243773377
uninvited,2,0.693147181,9.243773377
unique,2,0.693147181,9.243773377
united,2,0.693147181,9.243773377
universe,2,0.693147181,9.243773377
unlucky,2,0.693147181,9.243773377
unpleasant,2,0.693147181,9.243773377
unscrewed,2,0.693147181,9.243773377
upper,2,0.693147181,9.243773377
uptown,2,0.693147181,9.243773377
useless,2,0.693147181,9.243773377
utterly,2,0.693147181,9.243773377
vale,2,0.693147181,9.243773377
vanished,2,0.693147181,9.243773377
vase,2,0.693147181,9.243773377
velvet,2,0.693147181,9.243773377
vexation,2,0.693147181,9.243773377
vexed,2,0.693147181,9.243773377
victor,2,0.693147181,9.243773377
victory,2,0.693147181,9.243773377
victuals,2,0.693147181,9.243773377
vincent,2,0.693147181,9.243773377
vine,2,0.693147181,9.243773377
violet,2,0.693147181,9.243773377
violets,2,0.693147181,9.243773377
violin,2,0.693147181,9.243773377
vipper,2,0.693147181,9.243773377
virginia,2,0.693147181,9.243773377
virus,2,0.693147181,9.243773377
visitor,2,0.693147181,9.243773377
vlad,2,0.693147181,9.243773377
voted,2,0.693147181,9.243773377
votes,2,0.693147181,9.243773377
vowed,2,0.693147181,9.243773377
wagged,2,0.693147181,9.243773377
waggled,2,0.693147181,9.243773377
waggy,2,0.693147181,9.243773377
wail,2,0.693147181,9.243773377
wails,2,0.693147181,9.243773377
waiters,2,0.693147181,9.243773377
wakeful,2,0.693147181,9.243773377
waking,2,0.693147181,9.243773377
wandering,2,0.693147181,9.243773377
warmer,2,0.693147181,9.243773377
warming,2,0.693147181,9.243773377
warmly,2,0.693147181,9.243773377
watered,2,0.693147181,9.243773377
watts,2,0.693147181,9.243773377
wealth,2,0.693147181,9.243773377
weave,2,0.693147181,9.243773377
weddings,2,0.693147181,9.243773377
wedged,2,0.693147181,9.243773377
weeping,2,0.693147181,9.243773377
weighs,2,0.693147181,9.243773377
weight,2,0.693147181,9.243773377
weird,2,0.693147181,9.243773377
western,2,0.693147181,9.243773377
whaaaat,2,0.693147181,9.243773377
whales,2,0.693147181,9.243773377
what'd,2,0.693147181,9.243773377
whats,2,0.693147181,9.243773377
whew,2,0.693147181,9.243773377
whey,2,0.693147181,9.243773377
whimpers,2,0.693147181,9.243773377
whip,2,0.693147181,9.243773377
whirling,2,0.693147181,9.243773377
whistles,2,0.693147181,9.243773377
wiggled,2,0.693147181,9.243773377
willing,2,0.693147181,9.243773377
wilmington,2,0.693147181,9.243773377
winkie,2,0.693147181,9.243773377
winner,2,0.693147181,9.243773377
wintertime,2,0.693147181,9.243773377
wintry,2,0.693147181,9.243773377
wiping,2,0.693147181,9.243773377
withered,2,0.693147181,9.243773377
woe,2,0.693147181,9.243773377
wonderfully,2,0.693147181,9.243773377
wooooo,2,0.693147181,9.243773377
workmen,2,0.693147181,9.243773377
wouldnt,2,0.693147181,9.243773377
wrap,2,0.693147181,9.243773377
wrapping,2,0.693147181,9.243773377
wraps,2,0.693147181,9.243773377
wrecked,2,0.693147181,9.243773377
wrecking,2,0.693147181,9.243773377
wrenched,2,0.693147181,9.243773377
wrens,2,0.693147181,9.243773377
wrestled,2,0.693147181,9.243773377
wrist,2,0.693147181,9.243773377
writer,2,0.693147181,9.243773377
writes,2,0.693147181,9.243773377
y'know,2,0.693147181,9.243773377
ya,2,0.693147181,9.243773377
yapping,2,0.693147181,9.243773377
yea,2,0.693147181,9.243773377
yells,2,0.693147181,9.243773377
yelp,2,0.693147181,9.243773377
yelped,2,0.693147181,9.243773377
yelping,2,0.693147181,9.243773377
yeow,2,0.693147181,9.243773377
yink,2,0.693147181,9.243773377
yon,2,0.693147181,9.243773377
yonder,2,0.693147181,9.243773377
youre,2,0.693147181,9.243773377
yourselves,2,0.693147181,9.243773377
yucky,2,0.693147181,9.243773377
zachary,2,0.693147181,9.243773377
zang,2,0.693147181,9.243773377
zipped,2,0.693147181,9.243773377
zugg,2,0.693147181,9.243773377
_keep,1,0,10
_that_,1,0,10
0,1,0,10
10.2,1,0,10
105,1,0,10
109,1,0,10
10th,1,0,10
123,1,0,10
12th,1,0,10
13,1,0,10
135,1,0,10
170,1,0,10
1988,1,0,10
1st,1,0,10
"2,3",1,0,10
200,1,0,10
22,1,0,10
24,1,0,10
25,1,0,10
36,1,0,10
38,1,0,10
39,1,0,10
"4,000",1,0,10
53,1,0,10
58,1,0,10
800,1,0,10
87,1,0,10
8th,1,0,10
"9,8,7",1,0,10
98,1,0,10
99,1,0,10
aaaa,1,0,10
aaah,1,0,10
aaeee,1,0,10
abandon,1,0,10
abc,1,0,10
abcde,1,0,10
abcs,1,0,10
abdul,1,0,10
abouth,1,0,10
abracadabra,1,0,10
abracadin,1,0,10
absolute,1,0,10
abuses,1,0,10
accelerated,1,0,10
accelerating,1,0,10
accepted,1,0,10
accepting,1,0,10
accordions,1,0,10
account,1,0,10
ache,1,0,10
achieve,1,0,10
ack,1,0,10
acquaintance,1,0,10
acrobats,1,0,10
acting,1,0,10
actor,1,0,10
add,1,0,10
addressed,1,0,10
adds,1,0,10
adieu,1,0,10
admired,1,0,10
admiring,1,0,10
admittance,1,0,10
adults,1,0,10
advance,1,0,10
advertising,1,0,10
advise,1,0,10
advised,1,0,10
affair,1,0,10
affairs,1,0,10
affectionately,1,0,10
afghan,1,0,10
afghanistan,1,0,10
afloat,1,0,10
afternoon's,1,0,10
afternoons,1,0,10
age,1,0,10
aghast,1,0,10
agreeable,1,0,10
ahh,1,0,10
ahoy,1,0,10
aim,1,0,10
aimed,1,0,10
aimlessly,1,0,10
airmail,1,0,10
airports,1,0,10
al.most,1,0,10
al.ways,1,0,10
alabama,1,0,10
alabone,1,0,10
alack,1,0,10
alaska,1,0,10
albie's,1,0,10
alehouse,1,0,10
alexander's,1,0,10
alfalfa,1,0,10
ali,1,0,10
alia,1,0,10
alien,1,0,10
allegiance,1,0,10
allen,1,0,10
allergies,1,0,10
allergists,1,0,10
alleys,1,0,10
almanac,1,0,10
almonds,1,0,10
alphabetical,1,0,10
amaze,1,0,10
amazon,1,0,10
america's,1,0,10
amiable,1,0,10
amid,1,0,10
amnythyst,1,0,10
amongst,1,0,10
amos's,1,0,10
amounts,1,0,10
ampersand,1,0,10
amphibian,1,0,10
amphibians,1,0,10
anchor,1,0,10
andcheck,1,0,10
ande,1,0,10
andover,1,0,10
ands,1,0,10
anesthesiologist,1,0,10
angels,1,0,10
angriest,1,0,10
animal's,1,0,10
ankle's,1,0,10
ankylosaur,1,0,10
ann's,1,0,10
annie's,1,0,10
announce,1,0,10
announcements,1,0,10
announcer,1,0,10
announces,1,0,10
antennae,1,0,10
antlers,1,0,10
anybody's,1,0,10
apartments,1,0,10
apologized,1,0,10
apparently,1,0,10
appearance,1,0,10
appearing,1,0,10
appetite,1,0,10
appoint,1,0,10
appointment,1,0,10
appreciate,1,0,10
approval,1,0,10
apt,1,0,10
archduke's,1,0,10
arena,1,0,10
argentina,1,0,10
argued,1,0,10
arigato,1,0,10
aristocrats,1,0,10
arithmetic,1,0,10
arlene,1,0,10
arose,1,0,10
arrange,1,0,10
arrangement,1,0,10
arrested,1,0,10
arrgh,1,0,10
arrivals,1,0,10
arrives,1,0,10
artificial,1,0,10
artist,1,0,10
artistic,1,0,10
ashalt,1,0,10
ashamed,1,0,10
assorted,1,0,10
assure,1,0,10
astonished,1,0,10
astonishment,1,0,10
astounded,1,0,10
astounding,1,0,10
astride,1,0,10
atmospheric,1,0,10
atop,1,0,10
attached,1,0,10
attack,1,0,10
attend,1,0,10
attendants,1,0,10
attentionthat,1,0,10
attitude,1,0,10
audrey,1,0,10
auntie,1,0,10
authority,1,0,10
automobile,1,0,10
autumn,1,0,10
averill,1,0,10
avoiding,1,0,10
aw,1,0,10
await,1,0,10
awaited,1,0,10
awakens,1,0,10
aware,1,0,10
awed,1,0,10
awkward,1,0,10
awl,1,0,10
awning,1,0,10
awwwk,1,0,10
ax,1,0,10
ay,1,0,10
azure,1,0,10
b's,1,0,10
baaaa,1,0,10
babble,1,0,10
babbling,1,0,10
babby,1,0,10
babe,1,0,10
baboons,1,0,10
babyish,1,0,10
babysitters,1,0,10
babysitting,1,0,10
bachelor,1,0,10
backhoe,1,0,10
backpackcheck,1,0,10
backrest,1,0,10
backseat,1,0,10
backwoodsman,1,0,10
badlands,1,0,10
bah,1,0,10
bait,1,0,10
bakin,1,0,10
balancing,1,0,10
bald,1,0,10
ballerina,1,0,10
ballet,1,0,10
balloon's,1,0,10
baloney,1,0,10
bamboo,1,0,10
bangerville,1,0,10
banjos,1,0,10
banks,1,0,10
banyan,1,0,10
bappity,1,0,10
barbara's,1,0,10
barbed,1,0,10
barbershop,1,0,10
barge,1,0,10
barker's,1,0,10
barnaby,1,0,10
barnes,1,0,10
barney,1,0,10
barns,1,0,10
barooom,1,0,10
baroque,1,0,10
barosaur,1,0,10
barrel,1,0,10
barrels,1,0,10
barren,1,0,10
basement,1,0,10
bashed,1,0,10
bask,1,0,10
bates,1,0,10
bathrobe,1,0,10
bathtime,1,0,10
battered,1,0,10
battery,1,0,10
battles,1,0,10
bavaria,1,0,10
bawled,1,0,10
bay's,1,0,10
bayou,1,0,10
bays,1,0,10
bazookas,1,0,10
bbc,1,0,10
beaches,1,0,10
beacons,1,0,10
beads,1,0,10
beady,1,0,10
beaks,1,0,10
beamed,1,0,10
beams,1,0,10
beanstalk,1,0,10
bearded,1,0,10
bearmine,1,0,10
beas,1,0,10
beaten,1,0,10
beats,1,0,10
beavers,1,0,10
beckon,1,0,10
becky,1,0,10
bedbugs,1,0,10
bee's,1,0,10
beech,1,0,10
beefy,1,0,10
beeper,1,0,10
beeping,1,0,10
beeps,1,0,10
beers,1,0,10
beet,1,0,10
beets,1,0,10
beggar,1,0,10
begging,1,0,10
beginners,1,0,10
begrudging,1,0,10
beguiling,1,0,10
behaving,1,0,10
belch,1,0,10
belching,1,0,10
believed,1,0,10
bellar,1,0,10
bellies,1,0,10
belongs,1,0,10
belted,1,0,10
bench,1,0,10
benches,1,0,10
bennett's,1,0,10
bergdorf's,1,0,10
berryband,1,0,10
berryland,1,0,10
berserk,1,0,10
berths,1,0,10
bess,1,0,10
betting,1,0,10
betty's,1,0,10
betwixt,1,0,10
bewitched,1,0,10
bib,1,0,10
biddies,1,0,10
bidding,1,0,10
bids,1,0,10
bigshot,1,0,10
bimm,1,0,10
binding,1,0,10
bindings,1,0,10
binoculars,1,0,10
bins,1,0,10
biplane,1,0,10
bipping,1,0,10
birdie,1,0,10
birth,1,0,10
birthdays,1,0,10
bitter,1,0,10
bittersweet,1,0,10
bitty,1,0,10
bixby,1,0,10
bizarre,1,0,10
blab,1,0,10
blackbird,1,0,10
blackest,1,0,10
blacksmith,1,0,10
blaggle,1,0,10
blamed,1,0,10
blank,1,0,10
blares,1,0,10
blasted,1,0,10
blazin,1,0,10
bleach,1,0,10
bleak,1,0,10
bleating,1,0,10
bleed,1,0,10
bleeded,1,0,10
blended,1,0,10
blessed,1,0,10
blessings,1,0,10
blest,1,0,10
blibber,1,0,10
blinking,1,0,10
blinks,1,0,10
bliss,1,0,10
blithe,1,0,10
blitzen,1,0,10
blizzard,1,0,10
blocking,1,0,10
blondish,1,0,10
bloodiness,1,0,10
bloogs,1,0,10
bloom,1,0,10
bloomp,1,0,10
blotches,1,0,10
blouse,1,0,10
blower,1,0,10
blubber,1,0,10
blubbers,1,0,10
blubbery,1,0,10
blueish,1,0,10
blurring,1,0,10
blurted,1,0,10
blustery,1,0,10
bluub,1,0,10
bluuuue,1,0,10
bluuuuuuub,1,0,10
bly,1,0,10
boar's,1,0,10
boarded,1,0,10
boards,1,0,10
boasting,1,0,10
bobby's,1,0,10
bobo,1,0,10
bodyguard,1,0,10
bofa,1,0,10
bog,1,0,10
boldero,1,0,10
bolin,1,0,10
bomb,1,0,10
bombers,1,0,10
bombs,1,0,10
boneless,1,0,10
bonner,1,0,10
bonnet,1,0,10
boogied,1,0,10
boohoo,1,0,10
book's,1,0,10
bookish,1,0,10
bookstore,1,0,10
boomberry,1,0,10
boomed,1,0,10
booms,1,0,10
boon,1,0,10
bop,1,0,10
bopperville,1,0,10
border,1,0,10
borrowed,1,0,10
boss,1,0,10
bossy,1,0,10
bothered,1,0,10
bottle's,1,0,10
bottled,1,0,10
botto,1,0,10
boulder,1,0,10
boulders,1,0,10
bouncy,1,0,10
bound,1,0,10
bounded,1,0,10
bowing,1,0,10
boxcar,1,0,10
boxcars,1,0,10
boysenberry,1,0,10
br,1,0,10
braid,1,0,10
braids,1,0,10
brainy,1,0,10
brambles,1,0,10
brassberry,1,0,10
braved,1,0,10
bravo,1,0,10
brayed,1,0,10
brazil,1,0,10
breast,1,0,10
breathe,1,0,10
breathes,1,0,10
breeches,1,0,10
brewed,1,0,10
brickbats,1,0,10
brickle,1,0,10
bridal,1,0,10
bridle,1,0,10
brier,1,0,10
brightened,1,0,10
brightens,1,0,10
brilliant,1,0,10
brilliantly,1,0,10
brillo,1,0,10
bristles,1,0,10
bristling,1,0,10
bristol,1,0,10
brittle,1,0,10
brontosauri,1,0,10
brooms,1,0,10
brotherhood,1,0,10
bruins,1,0,10
brunch,1,0,10
brussel,1,0,10
bubbled,1,0,10
bubbling,1,0,10
bucketful,1,0,10
buckingham,1,0,10
buckled,1,0,10
bucks,1,0,10
bud,1,0,10
budded,1,0,10
buddy,1,0,10
buds,1,0,10
buffalo,1,0,10
buffers,1,0,10
bugged,1,0,10
buggies,1,0,10
bugging,1,0,10
builds,1,0,10
bulging,1,0,10
bulky,1,0,10
bulldog,1,0,10
bullfinch,1,0,10
bullring,1,0,10
bum,1,0,10
bumbling,1,0,10
bumpers,1,0,10
bumping,1,0,10
bumpity,1,0,10
bunks,1,0,10
bunyan,1,0,10
bur,1,0,10
burial,1,0,10
burns,1,0,10
burped,1,0,10
burrow,1,0,10
burrowing,1,0,10
burrows,1,0,10
bury,1,0,10
busboy,1,0,10
busboys,1,0,10
bushel,1,0,10
bushels,1,0,10
busily,1,0,10
businesses,1,0,10
busted,1,0,10
buster's,1,0,10
butpresto,1,0,10
buttercream,1,0,10
buttered,1,0,10
butterfy,1,0,10
butterscotch,1,0,10
button's,1,0,10
buxbaum,1,0,10
buyer,1,0,10
buys,1,0,10
buzzer,1,0,10
c'est,1,0,10
cabbage,1,0,10
cadet's,1,0,10
cadets,1,0,10
caesar's,1,0,10
café,1,0,10
caged,1,0,10
caked,1,0,10
cakefree,1,0,10
callin,1,0,10
calmed,1,0,10
calmity,1,0,10
calves,1,0,10
cam,1,0,10
camped,1,0,10
canada,1,0,10
candied,1,0,10
candle's,1,0,10
candles,1,0,10
candlestick,1,0,10
cannibals,1,0,10
cannons,1,0,10
canoe,1,0,10
canoeberry,1,0,10
canteen,1,0,10
capable,1,0,10
capital,1,0,10
captivated,1,0,10
captive,1,0,10
caramel,1,0,10
careers,1,0,10
cargo,1,0,10
caribbean,1,0,10
caried,1,0,10
caring,1,0,10
carnation,1,0,10
carol,1,0,10
carp,1,0,10
carpet,1,0,10
carpets,1,0,10
carriages,1,0,10
carryings,1,0,10
carsick,1,0,10
cartoons,1,0,10
cartwheel,1,0,10
carved,1,0,10
casts,1,0,10
catalog,1,0,10
catering,1,0,10
catherine's,1,0,10
cauldron,1,0,10
caused,1,0,10
caution,1,0,10
cautioned,1,0,10
cautiously,1,0,10
cavin,1,0,10
caving,1,0,10
cavity,1,0,10
cavort,1,0,10
cease,1,0,10
ceasing,1,0,10
celebrating,1,0,10
cellophane,1,0,10
cent,1,0,10
centers,1,0,10
ceremony,1,0,10
chalks,1,0,10
challah,1,0,10
chamber,1,0,10
chamomile,1,0,10
champ,1,0,10
championing,1,0,10
championship,1,0,10
chanced,1,0,10
chandeliers,1,0,10
changin,1,0,10
channel,1,0,10
channels,1,0,10
chanting,1,0,10
chap,1,0,10
chapel,1,0,10
character,1,0,10
charades,1,0,10
chart,1,0,10
chases,1,0,10
chat,1,0,10
chats,1,0,10
chattered,1,0,10
chattering,1,0,10
chatting,1,0,10
chauffeur,1,0,10
cheat,1,0,10
checkerboard,1,0,10
checkout,1,0,10
checks,1,0,10
cheeked,1,0,10
cheerful,1,0,10
cheerfully,1,0,10
cheeries,1,0,10
cheerily,1,0,10
cheeseburger,1,0,10
cheeseburgers,1,0,10
cheesy,1,0,10
chef,1,0,10
chemical,1,0,10
cherished,1,0,10
chests,1,0,10
chewy,1,0,10
chicago,1,0,10
chickie,1,0,10
chief's,1,0,10
chilled,1,0,10
chilly,1,0,10
chimneys,1,0,10
chimps,1,0,10
chinese,1,0,10
chinny,1,0,10
chipped,1,0,10
chiroptera,1,0,10
chirping,1,0,10
chitter,1,0,10
choke,1,0,10
choked,1,0,10
choking,1,0,10
chooooooo,1,0,10
chooses,1,0,10
choosing,1,0,10
chop,1,0,10
chore,1,0,10
chuckled,1,0,10
chuggsa,1,0,10
chugs,1,0,10
chum,1,0,10
chunks,1,0,10
chunky,1,0,10
churches,1,0,10
cider,1,0,10
cinders,1,0,10
civil,1,0,10
civilian,1,0,10
clackberry,1,0,10
claimed,1,0,10
claims,1,0,10
claire,1,0,10
clams,1,0,10
clanged,1,0,10
clanking,1,0,10
clapping,1,0,10
claps,1,0,10
clara,1,0,10
clarinets,1,0,10
clasped,1,0,10
classified,1,0,10
clattered,1,0,10
clatterin,1,0,10
clatters,1,0,10
claudette,1,0,10
claus's,1,0,10
clawed,1,0,10
cleaner,1,0,10
clergyman,1,0,10
cleverly,1,0,10
climate,1,0,10
climates,1,0,10
cling,1,0,10
clipped,1,0,10
clippy's,1,0,10
clomped,1,0,10
clomping,1,0,10
closely,1,0,10
closest,1,0,10
closets,1,0,10
cloth,1,0,10
clothe,1,0,10
clothed,1,0,10
clothing,1,0,10
cloudberry,1,0,10
clovers,1,0,10
clown's,1,0,10
clubhouse,1,0,10
clubs,1,0,10
clucking,1,0,10
clumps,1,0,10
clumsy,1,0,10
clutters,1,0,10
clyde,1,0,10
coals,1,0,10
coast,1,0,10
coastal,1,0,10
coaster,1,0,10
coasting,1,0,10
coaxed,1,0,10
coaxing,1,0,10
cobbler's,1,0,10
cobwebs,1,0,10
cock's,1,0,10
cockatoos,1,0,10
cockle,1,0,10
cocks,1,0,10
cod,1,0,10
cohn,1,0,10
coil,1,0,10
coldest,1,0,10
collapsed,1,0,10
collapsing,1,0,10
colts,1,0,10
columbus,1,0,10
colvin,1,0,10
combing,1,0,10
combs,1,0,10
comedians,1,0,10
comet,1,0,10
comfits,1,0,10
comforter,1,0,10
comic,1,0,10
commanded,1,0,10
commencerons,1,0,10
commençerons,1,0,10
comment,1,0,10
committed,1,0,10
common,1,0,10
compare,1,0,10
compared,1,0,10
compartment,1,0,10
complain,1,0,10
complained,1,0,10
complete,1,0,10
compliment,1,0,10
composed,1,0,10
compote,1,0,10
concern,1,0,10
concertina's,1,0,10
concrete,1,0,10
condensed,1,0,10
conductor's,1,0,10
conductors,1,0,10
cones,1,0,10
confetti,1,0,10
confusing,1,0,10
congratulate,1,0,10
congratulated,1,0,10
consent,1,0,10
conservatory,1,0,10
consider,1,0,10
considering,1,0,10
consisted,1,0,10
constantly,1,0,10
contagious,1,0,10
contains,1,0,10
content,1,0,10
continues,1,0,10
contract,1,0,10
contrive,1,0,10
convenient,1,0,10
convinced,1,0,10
coo'd,1,0,10
cook's,1,0,10
cooled,1,0,10
cooley,1,0,10
coombs,1,0,10
coop,1,0,10
coordinate,1,0,10
coos,1,0,10
cooties,1,0,10
copies,1,0,10
cops,1,0,10
copy,1,0,10
cord,1,0,10
corduroy's,1,0,10
corks,1,0,10
correct,1,0,10
corset,1,0,10
costs,1,0,10
cottonwood,1,0,10
coughing,1,0,10
coughs,1,0,10
counter,1,0,10
counts,1,0,10
county,1,0,10
coupling,1,0,10
couplings,1,0,10
coupon,1,0,10
courtesy,1,0,10
courthouse,1,0,10
courting,1,0,10
courtly,1,0,10
courts,1,0,10
cousine,1,0,10
covent,1,0,10
covering,1,0,10
cow's,1,0,10
cowardly,1,0,10
cowgirl,1,0,10
crabs,1,0,10
crack'd,1,0,10
crackabone,1,0,10
crackle,1,0,10
cracks,1,0,10
craft,1,0,10
crafty,1,0,10
cranberry,1,0,10
crank,1,0,10
cranky,1,0,10
crashes,1,0,10
crass,1,0,10
crawly,1,0,10
crayfish,1,0,10
crayonscheck,1,0,10
craze,1,0,10
creaking,1,0,10
creaky,1,0,10
creamy,1,0,10
created,1,0,10
creating,1,0,10
creations,1,0,10
creatively,1,0,10
creativity,1,0,10
creatures,1,0,10
credit,1,0,10
creeeak,1,0,10
creek,1,0,10
creeps,1,0,10
crew,1,0,10
crib,1,0,10
crime,1,0,10
crinkly,1,0,10
crippled,1,0,10
crispy,1,0,10
croaked,1,0,10
crocodiles,1,0,10
crook,1,0,10
crookedly,1,0,10
crooned,1,0,10
crosses,1,0,10
crosstown,1,0,10
crrrunch,1,0,10
cruddy,1,0,10
crude,1,0,10
cruffulous,1,0,10
crullers,1,0,10
crumb,1,0,10
crunched,1,0,10
crushed,1,0,10
crusher's,1,0,10
crushes,1,0,10
crushing,1,0,10
crusty,1,0,10
cryin,1,0,10
cubby,1,0,10
cuckoo,1,0,10
cuckoo'd,1,0,10
cucumbers,1,0,10
cuddly,1,0,10
cunning,1,0,10
cupboards,1,0,10
cupcakes,1,0,10
cupid,1,0,10
cupped,1,0,10
curb,1,0,10
curdled,1,0,10
curds,1,0,10
cured,1,0,10
curiously,1,0,10
cursed,1,0,10
curve,1,0,10
curved,1,0,10
curvy,1,0,10
cutery,1,0,10
cutlet,1,0,10
cutter,1,0,10
cycle,1,0,10
cymbals,1,0,10
d'ye,1,0,10
dabbed,1,0,10
daché,1,0,10
dad's,1,0,10
daddie's,1,0,10
daffing,1,0,10
daffy,1,0,10
dah,1,0,10
daily,1,0,10
daintiest,1,0,10
dairy,1,0,10
dake,1,0,10
dakota,1,0,10
damage,1,0,10
dan,1,0,10
dancin,1,0,10
dander,1,0,10
danton,1,0,10
dares,1,0,10
darked,1,0,10
darkening,1,0,10
darker,1,0,10
darkest,1,0,10
darlington,1,0,10
darting,1,0,10
dates,1,0,10
daughters,1,0,10
davey,1,0,10
david's,1,0,10
daw,1,0,10
daylight,1,0,10
daytime,1,0,10
dazed,1,0,10
deaf,1,0,10
deafblindness,1,0,10
deafening,1,0,10
dean,1,0,10
dearie,1,0,10
dearly,1,0,10
deary,1,0,10
debutantes,1,0,10
deceit,1,0,10
deception,1,0,10
decides,1,0,10
deciding,1,0,10
decks,1,0,10
declares,1,0,10
decorations,1,0,10
dedicate,1,0,10
deed,1,0,10
deeply,1,0,10
deft,1,0,10
dejuner,1,0,10
delicacies,1,0,10
delirious,1,0,10
delish,1,0,10
deliver,1,0,10
delivering,1,0,10
dellar,1,0,10
delve,1,0,10
demonstrated,1,0,10
denise,1,0,10
dentist's,1,0,10
denying,1,0,10
depart,1,0,10
depend,1,0,10
dependable,1,0,10
depressing,1,0,10
descended,1,0,10
