,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
5938,valves,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5940,vane,lcnl,1.0,0.0,10.0,10.58,3.11,4.232,0.0,0.0,0.0
5941,vanes,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5942,vans,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5943,vases,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
5944,vat,lcnl,#N/A,#N/A,#N/A,9.84,3.92,3.936,#N/A,#N/A,#N/A
5946,vaults,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5951,veils,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5952,veins,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,3.0
5954,vend,lcnl,#N/A,#N/A,#N/A,10.292691000000001,2.54,4.1170764,#N/A,#N/A,#N/A
5955,vents,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5956,verbs,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,20.0,15.0
5961,vexed,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5963,views,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
5964,vim,lcnl,1.0,0.0,10.0,12.54,3.48,5.016,#N/A,#N/A,#N/A
5965,vines,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,4.0,6.0,11.0
5967,vogue,lcnl,#N/A,#N/A,#N/A,11.6,2.23,4.64,#N/A,#N/A,#N/A
5970,voile,lcnl,#N/A,#N/A,#N/A,14.38,2.07,5.752000000000001,#N/A,#N/A,#N/A
5972,vole,lcnl,#N/A,#N/A,#N/A,12.0,3.16,4.8,#N/A,#N/A,#N/A
5974,volts,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5975,voted,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,1.0
5976,votes,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,2.0
5978,vowed,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,1.0,1.0
5982,waft,lcnl,#N/A,#N/A,#N/A,11.62,1.98,4.648,#N/A,#N/A,#N/A
5983,wages,lcnl,#N/A,#N/A,#N/A,9.568014999999999,2.68,3.8272059999999994,0.0,0.0,0.0
5984,wagged,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,11.0,13.0,7.0
5986,waif,lcnl,#N/A,#N/A,#N/A,12.77,4.46,5.108,#N/A,#N/A,#N/A
5988,wailed,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,3.0,7.0,6.0
5989,wails,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5991,waits,lcnl,7.0,1.9459101490000001,7.877003467000001,#N/A,#N/A,#N/A,11.0,6.0,4.0
5994,wakes,lcnl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,9.0,6.0,5.0
5995,wales,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
5996,walked,lcnl,105.0,4.65396035,4.922508784,#N/A,#N/A,#N/A,701.0,524.0,365.0
5997,walks,lcnl,9.0,2.197224577,7.60281832,#N/A,#N/A,#N/A,27.0,27.0,19.0
5998,walls,lcnl,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,52.0,53.0,73.0
6003,wants,lcnl,32.0,3.465735903,6.218866883,#N/A,#N/A,#N/A,314.0,178.0,112.0
6004,wards,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6005,wares,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
6006,warned,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,5.0,14.0,14.0
6007,warns,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6008,warped,lcnl,#N/A,#N/A,#N/A,9.4,2.8,3.7600000000000002,#N/A,#N/A,#N/A
6010,wars,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,5.0,7.0
6012,washed,lcnl,11.0,2.397895273,7.383885707999999,#N/A,#N/A,#N/A,19.0,38.0,50.0
6013,wasps,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,2.0
6014,wastes,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,8.0
6015,watched,lcnl,57.0,4.043051268,5.58901328,#N/A,#N/A,#N/A,171.0,234.0,215.0
6016,watts,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,0.0
6017,waves,lcnl,12.0,2.48490665,7.288955913,#N/A,#N/A,#N/A,71.0,51.0,60.0
6018,we,lcnl,610.0,6.4134589570000005,3.0028880630000003,5.0387900000000005,1.66,2.0155160000000003,4846.0,3286.0,3235.0
6019,weal,lcnl,#N/A,#N/A,#N/A,14.8,2.86,5.92,#N/A,#N/A,#N/A
6021,wean,lcnl,#N/A,#N/A,#N/A,9.72,3.97,3.8880000000000003,#N/A,#N/A,#N/A
6024,wears,lcnl,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,18.0,15.0,14.0
6026,webs,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0,2.0,3.0
6028,weeds,lcnl,8.0,2.079441542,7.73132013,5.85,2.35,2.34,48.0,22.0,12.0
6029,weeks,lcnl,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,84.0,129.0,115.0
6031,weft,lcnl,#N/A,#N/A,#N/A,16.25,2.99,6.5,#N/A,#N/A,#N/A
6032,weights,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,1.0,2.0
6035,welsh,lcnl,#N/A,#N/A,#N/A,12.93,3.13,5.172,0.0,1.0,1.0
6038,wench,lcnl,#N/A,#N/A,#N/A,10.72,3.1,4.288,#N/A,#N/A,#N/A
6039,wend,lcnl,#N/A,#N/A,#N/A,12.82,3.79,5.128,#N/A,#N/A,#N/A
6041,whacked,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6043,whale,lcnl,10.0,2.3025850930000002,7.487869534,5.47,1.95,2.1879999999999997,49.0,42.0,31.0
6044,wham,lcnl,#N/A,#N/A,#N/A,7.436615000000001,2.04,2.9746460000000003,#N/A,#N/A,#N/A
6045,wharves,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,1.0
6047,wheels,lcnl,23.0,3.135494216,6.579162017000001,#N/A,#N/A,#N/A,162.0,110.0,55.0
6048,wheeze,lcnl,#N/A,#N/A,#N/A,8.61,3.33,3.444,#N/A,#N/A,#N/A
6051,whet,lcnl,#N/A,#N/A,#N/A,12.38,3.78,4.952,#N/A,#N/A,#N/A
6052,whey,lcnl,2.0,0.693147181,9.243773377,10.22,4.18,4.088,#N/A,#N/A,#N/A
6058,whined,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,0.0,1.0,3.0
6060,whipped,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,8.0,10.0,9.0
6061,whips,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,2.0,1.0
6062,whirled,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,9.0,6.0,8.0
6065,whisk,lcnl,#N/A,#N/A,#N/A,8.72,3.34,3.4880000000000004,#N/A,#N/A,#N/A
6066,whisked,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,0.0,1.0,1.0
6068,whist,lcnl,#N/A,#N/A,#N/A,15.33,5.23,6.132,#N/A,#N/A,#N/A
6071,whizzed,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6073,whop,lcnl,#N/A,#N/A,#N/A,9.0,3.34,3.6,#N/A,#N/A,#N/A
6082,wile,lcnl,#N/A,#N/A,#N/A,11.8,4.42,4.720000000000001,#N/A,#N/A,#N/A
6084,willed,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6085,wills,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.0,0.0,0.0
6087,wince,lcnl,#N/A,#N/A,#N/A,8.89,2.91,3.556,#N/A,#N/A,#N/A
6088,winced,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,2.0
6089,winch,lcnl,#N/A,#N/A,#N/A,12.22,3.21,4.888,#N/A,#N/A,#N/A
6090,winds,lcnl,10.0,2.3025850930000002,7.487869534,#N/A,#N/A,#N/A,6.0,23.0,39.0
6091,wines,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6092,wings,lcnl,18.0,2.890371758,6.846591697000001,#N/A,#N/A,#N/A,52.0,71.0,65.0
6093,winked,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,6.0,5.0,8.0
6095,wins,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,20.0,11.0,7.0
6096,wiped,lcnl,6.0,1.791759469,8.045182537,#N/A,#N/A,#N/A,7.0,25.0,20.0
6097,wipes,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6098,wires,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,9.0,23.0,18.0
6099,wished,lcnl,23.0,3.135494216,6.579162017000001,#N/A,#N/A,#N/A,52.0,66.0,57.0
6101,wits,lcnl,1.0,0.0,10.0,10.250063,3.35,4.1000252,0.0,2.0,2.0
6102,wives,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,0.0,2.0,2.0
6104,wolves,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,7.0,9.0,14.0
6106,woods,lcnl,19.0,2.9444389789999996,6.78760412,4.930784,1.62,1.9723136000000001,216.0,143.0,126.0
6107,wooed,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6108,woof,lcnl,33.0,3.496507561,6.185294868,3.53,1.87,1.412,30.0,6.0,0.0
6112,words,lcnl,24.0,3.17805383,6.53272929,#N/A,#N/A,#N/A,228.0,313.0,344.0
6113,works,lcnl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,88.0,77.0,68.0
6114,worlds,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,2.0
6115,worms,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,7.0,26.0,17.0
6116,wort,lcnl,#N/A,#N/A,#N/A,10.87,3.74,4.348,#N/A,#N/A,#N/A
6117,wounds,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,3.0
6119,wraith,lcnl,#N/A,#N/A,#N/A,13.06,3.07,5.224,#N/A,#N/A,#N/A
6121,wrapped,lcnl,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,2.0,28.0,41.0
6122,wraps,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,2.0
6124,wreathe,lcnl,#N/A,#N/A,#N/A,8.992537,3.22,3.5970148,#N/A,#N/A,#N/A
6126,wrecked,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,3.0,4.0,8.0
6128,wrench,lcnl,#N/A,#N/A,#N/A,7.84,2.85,3.136,0.0,1.0,2.0
6129,wrenched,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,1.0,1.0
6130,wrens,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6132,wright,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0,7.0,7.0
6133,wrists,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0,0.0,2.0
6134,writes,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,1.0,4.0,6.0
6138,wrung,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,1.0,1.0
6139,yachts,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6140,yaks,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6141,yams,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,3.0,3.0,4.0
6142,yanked,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,1.0,1.0,3.0
6144,yap,lcnl,14.0,2.63905733,7.120776844,7.83,2.31,3.132,#N/A,#N/A,#N/A
6147,yards,lcnl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,0.0,15.0,27.0
6148,yarns,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0,0.0,0.0
6150,yawned,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,6.0,11.0,12.0
6151,yawns,lcnl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6155,years,lcnl,33.0,3.496507561,6.185294868,#N/A,#N/A,#N/A,175.0,405.0,600.0
6157,yelled,lcnl,32.0,3.465735903,6.218866883,#N/A,#N/A,#N/A,280.0,171.0,80.0
6158,yells,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,11.0,5.0,3.0
6160,yew,lcnl,1.0,0.0,10.0,10.53,4.53,4.212,#N/A,#N/A,#N/A
6161,yielded,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6162,yields,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6165,yours,lcnl,9.0,2.197224577,7.60281832,4.505940000000001,2.12,1.8023760000000002,48.0,60.0,48.0
6166,youths,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6167,yowl,lcnl,1.0,0.0,10.0,12.88,3.72,5.152,#N/A,#N/A,#N/A
6168,yule,lcnl,#N/A,#N/A,#N/A,9.972981,3.41,3.9891924000000003,#N/A,#N/A,#N/A
6170,zap,lcnl,#N/A,#N/A,#N/A,6.56,2.45,2.6239999999999997,#N/A,#N/A,#N/A
6174,zeds,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6175,zee,lcnl,#N/A,#N/A,#N/A,14.0,4.53,5.6,#N/A,#N/A,#N/A
6179,zipped,lcnl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6182,zones,lcnl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
6183,zoom,lcnl,13.0,2.5649493569999997,7.201628967,8.57,3.3,3.428,13.0,4.0,3.0
6184,zoomed,lcnl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6186,zoos,lcnl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0,0.0,1.0
6187,x,unl,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,4.0,5.0,14.0
6188,v,unl,6.0,1.791759469,8.045182537,#N/A,#N/A,#N/A,3.0,3.0,2.0
6189,f,unl,14.0,2.63905733,7.120776844,#N/A,#N/A,#N/A,7.0,4.0,2.0
6190,n,unl,13.0,2.5649493569999997,7.201628967,#N/A,#N/A,#N/A,0.0,1.0,1.0
6191,l,unl,21.0,3.044522438,6.678412627,#N/A,#N/A,#N/A,0.0,2.0,2.0
6192,b,unl,22.0,3.091042453,6.627659085,#N/A,#N/A,#N/A,30.0,16.0,15.0
6193,c,unl,16.0,2.772588722,6.975093507,#N/A,#N/A,#N/A,7.0,7.0,9.0
6194,s,unl,21.0,3.044522438,6.678412627,#N/A,#N/A,#N/A,13.0,9.0,7.0
6195,g,unl,13.0,2.5649493569999997,7.201628967,#N/A,#N/A,#N/A,6.0,6.0,3.0
6196,z,unl,10.0,2.3025850930000002,7.487869534,#N/A,#N/A,#N/A,2.0,1.0,3.0
6197,m,unl,17.0,2.833213344,6.908951778,#N/A,#N/A,#N/A,0.0,3.0,2.0
6198,t,unl,22.0,3.091042453,6.627659085,#N/A,#N/A,#N/A,8.0,3.0,4.0
6199,p,unl,14.0,2.63905733,7.120776844,#N/A,#N/A,#N/A,2.0,4.0,2.0
6200,d,unl,16.0,2.772588722,6.975093507,#N/A,#N/A,#N/A,8.0,9.0,8.0
6201,blacks,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,2.0
6202,walt,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.0,6.0,6.0
6206,taxed,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6207,ba,unl,6.0,1.791759469,8.045182537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6209,fats,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,3.0,5.0
6212,guam,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6213,ma'am,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,17.0,14.0
6218,backs,unl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,3.0,8.0,16.0
6219,grande,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6220,stan,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.0,13.0,10.0
6222,patched,unl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,0.0,0.0,1.0
6223,schnapps,unl,#N/A,#N/A,#N/A,15.62,3.93,6.247999999999999,#N/A,#N/A,#N/A
6227,flab,unl,#N/A,#N/A,#N/A,11.33,3.03,4.532,#N/A,#N/A,#N/A
6228,madge,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.0,5.0,0.0
6229,stabbed,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,4.0,2.0
6231,tracked,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6232,franks,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
6233,sac,unl,#N/A,#N/A,#N/A,9.0,4.23,3.6,0.0,1.0,0.0
6235,taft,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6236,tad,unl,#N/A,#N/A,#N/A,9.32,3.77,3.728,0.0,6.0,3.0
6244,hatched,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,5.0,5.0,4.0
6253,anne,unl,33.0,3.496507561,6.185294868,#N/A,#N/A,#N/A,6.0,21.0,18.0
6254,fax,unl,#N/A,#N/A,#N/A,9.68,3.31,3.872,#N/A,#N/A,#N/A
6256,gagged,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6258,lank,unl,#N/A,#N/A,#N/A,13.36,4.27,5.343999999999999,#N/A,#N/A,#N/A
6263,zack,unl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6268,chang,unl,15.0,2.7080502010000003,7.045505317000001,#N/A,#N/A,#N/A,6.0,9.0,5.0
6271,khan,unl,#N/A,#N/A,#N/A,14.2,4.52,5.68,5.0,2.0,0.0
6274,hal,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.0,2.0,4.0
6283,twang,unl,#N/A,#N/A,#N/A,11.89,3.77,4.756,#N/A,#N/A,#N/A
6285,ranked,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6287,lapped,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.0,3.0,1.0
6288,bap,unl,#N/A,#N/A,#N/A,11.75,3.39,4.7,#N/A,#N/A,#N/A
6292,lasts,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,2.0,6.0
6293,waxed,unl,1.0,0.0,10.0,8.61,4.45,3.444,0.0,1.0,1.0
6297,ha,unl,10.0,2.3025850930000002,7.487869534,#N/A,#N/A,#N/A,42.0,30.0,16.0
6299,blanche,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
6300,twas,unl,6.0,1.791759469,8.045182537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6303,franz,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,0.0
6307,walled,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
6310,planned,unl,3.0,1.098612289,8.80140916,#N/A,#N/A,#N/A,18.0,35.0,33.0
6311,trapped,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.0,16.0,17.0
6313,qua,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6314,slavs,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6316,swamped,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6317,france,unl,6.0,1.791759469,8.045182537,#N/A,#N/A,#N/A,3.0,13.0,20.0
6318,changed,unl,13.0,2.5649493569999997,7.201628967,#N/A,#N/A,#N/A,52.0,101.0,132.0
6324,ralph,unl,22.0,3.091042453,6.627659085,#N/A,#N/A,#N/A,5.0,23.0,18.0
6325,spanned,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6328,danced,unl,24.0,3.17805383,6.53272929,#N/A,#N/A,#N/A,23.0,27.0,21.0
6329,masked,unl,#N/A,#N/A,#N/A,7.33,2.25,2.932,0.0,0.0,0.0
6338,bam,unl,#N/A,#N/A,#N/A,5.5,2.85,2.2,#N/A,#N/A,#N/A
6348,tacked,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0
6349,chan,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0,6.0,3.0
6350,babs,unl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6351,drat,unl,#N/A,#N/A,#N/A,8.6,2.85,3.44,#N/A,#N/A,#N/A
6355,camped,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,1.0,2.0,6.0
6357,squashed,unl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,0.0,3.0,1.0
6358,classed,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6360,quacked,unl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6364,banned,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6371,al,unl,5.0,1.609437912,8.244096157000001,#N/A,#N/A,#N/A,227.0,99.0,30.0
6372,alf,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.0,3.0,1.0
6373,thatched,unl,#N/A,#N/A,#N/A,11.29,3.2,4.516,0.0,0.0,0.0
6376,san,unl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,2.0
6379,schwa,unl,#N/A,#N/A,#N/A,15.5,3.93,6.2,#N/A,#N/A,#N/A
6380,planked,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6381,scam,unl,#N/A,#N/A,#N/A,10.63,4.46,4.252000000000001,#N/A,#N/A,#N/A
6383,mach,unl,#N/A,#N/A,#N/A,13.08,3.59,5.232,#N/A,#N/A,#N/A
6385,cramped,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,2.0,2.0
6386,manned,unl,#N/A,#N/A,#N/A,12.28,3.72,4.912,0.0,0.0,0.0
6389,jan,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,309.0,55.0,26.0
6390,dag,unl,#N/A,#N/A,#N/A,11.43,7.0,4.572,#N/A,#N/A,#N/A
6398,cadge,unl,#N/A,#N/A,#N/A,15.2,2.39,6.08,#N/A,#N/A,#N/A
6400,scarred,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6401,ab,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6403,backed,unl,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,21.0,19.0,12.0
6405,tat,unl,#N/A,#N/A,#N/A,11.67,4.03,4.668,#N/A,#N/A,#N/A
6406,hanged,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,1.0
6407,spats,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6408,calmed,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,1.0,2.0
6414,whats,unl,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6415,jacques,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,3.0
6416,chanced,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
6420,hans,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,8.0,17.0
6423,banked,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
6427,lang,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,6.0,2.0
6430,fran,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.0,12.0,4.0
6432,wang,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,2.0
6434,plat,unl,#N/A,#N/A,#N/A,14.5,5.42,5.8,#N/A,#N/A,#N/A
6437,sam,unl,33.0,3.496507561,6.185294868,#N/A,#N/A,#N/A,479.0,213.0,143.0
6438,latched,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6439,banns,unl,#N/A,#N/A,#N/A,12.15,3.21,4.86,#N/A,#N/A,#N/A
6444,la,unl,34.0,3.526360525,6.152725154,#N/A,#N/A,#N/A,0.0,0.0,1.0
6445,lacked,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,2.0
6446,nat,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.0,25.0,20.0
6449,flan,unl,#N/A,#N/A,#N/A,12.65,4.2,5.0600000000000005,#N/A,#N/A,#N/A
6452,ranged,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
6454,barred,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,1.0
6457,swash,unl,1.0,0.0,10.0,11.57,3.2,4.628,#N/A,#N/A,#N/A
6458,stalled,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,2.0,1.0
6461,clack,unl,27.0,3.295836866,6.40422748,9.38,3.54,3.7520000000000002,#N/A,#N/A,#N/A
6465,jacked,unl,1.0,0.0,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6467,apse,unl,#N/A,#N/A,#N/A,12.743801,3.71,5.0975204,#N/A,#N/A,#N/A
6468,carr,unl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,3.0,3.0
